,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,milediff
0,536.3,-3.0,88,30.0,25.0,535.0,46.0,0.0
1,534.4,21.0,88,30.0,25.0,535.0,35.0,0.0
2,534.4,51.0,88,30.0,25.0,532.0,132.0,0.29423180479666233
3,537.1,-13.0,87,30.0,25.0,538.0,-6.0,0.0
4,538.3,1.0,87,30.0,25.0,537.0,29.0,0.0
5,533.7,59.0,87,30.0,25.0,535.0,43.0,0.25714372797080876
6,536.0,-15.0,87,30.0,25.0,537.0,-10.0,0.0
7,535.9,-14.0,87,30.0,25.0,537.0,-5.0,0.0
8,541.2,-82.0,87,30.0,25.0,542.0,-80.0,0.31526509336140746
9,538.0,1.0,87,30.0,25.0,539.0,0.0,0.0
10,537.7,6.0,87,30.0,25.0,538.0,2.0,0.0
11,531.4,125.0,87,30.0,25.0,531.0,122.0,0.057133375137537294
12,535.2,15.0,87,30.0,25.0,536.0,16.0,0.0
13,535.6,29.0,87,30.0,25.0,535.0,56.0,0.0
14,536.7,-11.0,87,30.0,25.0,537.0,-10.0,0.2915714567234786
15,540.2,-65.0,87,30.0,25.0,541.0,-69.0,0.0
16,533.9,96.0,87,30.0,25.0,533.0,103.0,0.0
17,538.9,-71.0,87,30.0,25.0,541.0,-96.0,0.2366292373586473
18,530.8,151.0,87,30.0,25.0,530.0,146.0,0.0
19,536.7,-2.0,87,30.0,25.0,537.0,-3.0,0.0
20,539.3,-55.0,87,30.0,25.0,540.0,-51.0,0.2878278625724189
21,537.3,3.0,87,30.0,25.0,538.0,1.0,0.0
22,537.7,-8.0,87,30.0,25.0,538.0,-11.0,0.0
23,537.5,1.0,87,30.0,25.0,538.0,0.0,0.14558742093138707
24,537.6,1.0,87,30.0,25.0,538.0,0.0,0.0
25,537.4,7.0,87,30.0,25.0,538.0,0.0,0.0
26,539.6,-60.0,87,30.0,25.0,538.0,-8.0,0.06466057348108672
27,535.4,-8.0,87,30.0,25.0,536.0,-5.0,0.0
28,533.5,85.0,87,30.0,25.0,533.0,106.0,0.0
29,532.6,98.0,87,30.0,25.0,532.0,119.0,0.3008077427095534
30,534.4,17.0,87,30.0,25.0,536.0,21.0,0.0
31,536.9,-13.0,87,30.0,25.0,538.0,-8.0,0.0
32,541.3,-82.0,87,30.0,25.0,542.0,-81.0,0.31043566688941937
33,538.0,1.0,87,30.0,25.0,539.0,0.0,0.0
34,532.3,126.0,87,30.0,25.0,531.0,153.0,0.0
35,532.0,62.0,87,30.0,25.0,533.0,49.0,0.14832765352522087
36,537.2,0.0,87,30.0,25.0,538.0,0.0,0.0
37,536.5,-10.0,87,30.0,25.0,537.0,-11.0,0.0
38,537.5,1.0,87,30.0,25.0,538.0,0.0,0.13254430498966407
39,533.5,106.0,87,30.0,25.0,533.0,122.0,0.0
40,535.2,-6.0,86,30.0,25.0,536.0,-7.0,0.0
41,537.6,-10.0,86,30.0,25.0,538.0,-9.0,0.28461820305488195
42,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
43,537.4,2.0,86,30.0,25.0,538.0,0.0,0.0
44,537.0,14.0,86,30.0,25.0,537.0,0.0,0.0034659529101395163
45,536.5,-29.0,86,30.0,25.0,540.0,-73.0,0.0
46,535.4,32.0,86,30.0,25.0,537.0,5.0,0.0
47,530.7,163.0,86,30.0,25.0,530.0,177.0,0.20993448149491808
48,536.7,-4.0,86,30.0,25.0,537.0,-4.0,0.0
49,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
50,531.2,155.0,86,30.0,25.0,529.0,187.0,0.18122290608028305
51,535.4,-13.0,86,30.0,25.0,536.0,-6.0,0.0
52,535.8,-7.0,86,30.0,25.0,537.0,-7.0,0.0
53,536.1,-13.0,86,30.0,25.0,537.0,-6.0,0.31840489283848733
54,539.4,-30.0,86,30.0,25.0,540.0,-31.0,0.0
55,537.7,1.0,86,30.0,25.0,538.0,0.0,0.0
56,537.6,1.0,86,30.0,25.0,538.0,0.0,0.1060103569929138
57,537.7,1.0,86,30.0,25.0,538.0,0.0,0.0
58,537.7,1.0,86,30.0,25.0,538.0,0.0,0.0
59,537.8,1.0,86,30.0,25.0,538.0,0.0,0.003239463514220553
60,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
61,531.7,129.0,86,30.0,25.0,531.0,143.0,0.0
62,540.4,-53.0,86,30.0,25.0,539.0,-6.0,0.14927877081772856
63,527.2,218.0,86,30.0,25.0,529.0,169.0,0.0
64,533.3,46.0,86,30.0,25.0,536.0,1.0,0.0
65,536.9,-14.0,86,30.0,25.0,538.0,-9.0,0.24578078906006726
66,536.2,-14.0,86,30.0,25.0,537.0,-4.0,0.0
67,542.1,-120.0,86,30.0,25.0,544.0,-123.0,0.0
68,538.4,1.0,86,30.0,25.0,539.0,0.0,0.26307126494942246
69,538.0,1.0,86,30.0,25.0,539.0,0.0,0.0
70,532.4,128.0,86,30.0,25.0,532.0,136.0,0.0
71,536.6,-9.0,86,30.0,25.0,537.0,-9.0,0.14967135920457814
72,538.8,-70.0,86,30.0,25.0,541.0,-89.0,0.0
73,536.2,20.0,86,30.0,25.0,537.0,17.0,0.0
74,540.2,-77.0,86,30.0,25.0,541.0,-78.0,0.22573474999954837
75,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
76,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
77,538.4,-4.0,86,30.0,25.0,538.0,0.0,0.025289342207595225
78,537.8,1.0,86,30.0,25.0,538.0,0.0,0.0
79,537.9,1.0,86,30.0,25.0,539.0,0.0,0.0
80,537.9,3.0,86,30.0,25.0,538.0,2.0,0.00672900816940999
81,536.3,12.0,86,30.0,25.0,537.0,15.0,0.0
82,531.8,49.0,86,30.0,25.0,534.0,31.0,0.0
83,534.0,52.0,85,30.0,25.0,534.0,58.0,0.2619813723520502
84,542.0,-115.0,85,30.0,25.0,543.0,-118.0,0.0
85,537.6,5.0,85,30.0,25.0,538.0,0.0,0.0
86,537.4,10.0,85,30.0,25.0,538.0,0.0,0.13794222888301125
87,537.3,-1.0,85,30.0,25.0,538.0,0.0,0.0
88,535.9,-1.0,85,30.0,25.0,537.0,0.0,0.0
89,537.4,1.0,85,30.0,25.0,538.0,0.0,0.07184534535615131
90,528.4,197.0,85,30.0,25.0,529.0,183.0,0.0
91,540.2,-81.0,85,30.0,25.0,541.0,-79.0,0.0
92,534.4,77.0,85,30.0,25.0,532.0,134.0,0.24675684009785157
93,535.7,-17.0,85,30.0,25.0,541.0,-129.0,0.0
94,537.1,3.0,85,30.0,25.0,537.0,4.0,0.0
95,530.5,94.0,85,30.0,25.0,531.0,85.0,0.23970822584933005
96,535.4,-13.0,85,30.0,25.0,536.0,-5.0,0.0
97,539.9,-51.0,85,30.0,25.0,541.0,-50.0,0.0
98,537.6,1.0,85,30.0,25.0,538.0,0.0,0.2286137797630612
99,537.6,1.0,85,30.0,25.0,538.0,0.0,0.0
100,536.7,37.0,85,30.0,25.0,536.0,60.0,0.0
101,537.0,0.0,85,30.0,25.0,538.0,0.0,0.10461805627129799
102,537.7,-37.0,85,30.0,25.0,540.0,-58.0,0.0
103,537.4,3.0,85,30.0,25.0,538.0,0.0,0.0
104,535.3,68.0,85,30.0,25.0,535.0,78.0,0.14362966851570447
105,533.8,47.0,85,30.0,25.0,535.0,34.0,0.0
106,536.2,-12.0,85,30.0,25.0,537.0,-11.0,0.0
107,539.5,-35.0,85,30.0,25.0,540.0,-25.0,0.3186979774337894
108,537.5,10.0,85,30.0,25.0,538.0,0.0,0.0
109,537.3,1.0,85,30.0,25.0,538.0,0.0,0.0
110,537.3,16.0,85,30.0,25.0,538.0,0.0,0.005691101230418956
111,534.5,63.0,85,30.0,25.0,535.0,61.0,0.0
112,535.4,-7.0,85,30.0,25.0,537.0,-8.0,0.0
113,537.5,1.0,85,30.0,25.0,538.0,0.0,0.24525744282026432
114,537.5,2.0,85,30.0,25.0,537.0,14.0,0.0
115,532.4,99.0,85,30.0,25.0,535.0,26.0,0.0
116,536.4,-10.0,85,30.0,25.0,537.0,-10.0,0.22802503553352432
117,529.0,189.0,85,30.0,25.0,527.0,226.0,0.0
118,527.7,230.0,84,30.0,25.0,526.0,250.0,0.0
119,531.3,66.0,84,30.0,25.0,535.0,6.0,0.2734868807125982
120,539.2,-52.0,84,30.0,25.0,540.0,-42.0,0.0
121,534.2,57.0,84,30.0,25.0,536.0,34.0,0.0
122,534.0,-9.0,84,30.0,25.0,535.0,-1.0,0.22940648752527326
123,534.1,45.0,84,30.0,25.0,534.0,52.0,0.0
124,536.7,-10.0,84,30.0,25.0,537.0,-10.0,0.0
125,536.9,0.0,84,30.0,25.0,538.0,0.0,0.2582305344824876
126,537.4,-3.0,84,30.0,25.0,540.0,-50.0,0.0
127,537.5,1.0,84,30.0,25.0,538.0,0.0,0.0
128,537.1,16.0,84,30.0,25.0,536.0,43.0,0.14698411971835393
129,528.4,206.0,84,30.0,25.0,529.0,163.0,0.0
130,536.8,-7.0,84,30.0,25.0,537.0,-7.0,0.0
131,537.6,1.0,84,30.0,25.0,538.0,0.0,0.23953646500882073
132,537.4,1.0,84,30.0,25.0,538.0,10.0,0.0
133,536.9,11.0,84,30.0,25.0,538.0,8.0,0.0
134,535.3,30.0,84,30.0,25.0,537.0,13.0,0.15660575694853893
135,535.6,-11.0,84,30.0,25.0,537.0,-10.0,0.0
136,540.5,-93.0,84,30.0,25.0,541.0,-88.0,0.0
137,536.9,4.0,84,30.0,25.0,538.0,0.0,0.2351028306376538
138,537.2,3.0,84,30.0,25.0,538.0,0.0,0.0
139,532.2,117.0,84,30.0,25.0,533.0,82.0,0.0
140,527.7,179.0,84,30.0,25.0,529.0,156.0,0.13563013840385824
141,533.0,39.0,84,30.0,25.0,535.0,4.0,0.0
142,540.8,-130.0,84,30.0,25.0,541.0,-95.0,0.0
143,537.3,0.0,84,30.0,25.0,538.0,0.0,0.264670292016905
144,537.8,1.0,84,30.0,25.0,538.0,0.0,0.0
145,529.8,176.0,84,30.0,25.0,529.0,195.0,0.0
146,538.5,-24.0,84,30.0,25.0,539.0,-24.0,0.14563366447892534
147,531.3,143.0,84,30.0,25.0,530.0,160.0,0.0
148,537.6,-4.0,84,30.0,25.0,538.0,0.0,0.0
149,537.3,0.0,84,30.0,25.0,538.0,0.0,0.2017042873461185
150,537.5,0.0,84,30.0,25.0,538.0,0.0,0.0
151,537.6,0.0,84,30.0,25.0,538.0,0.0,0.0
152,537.7,0.0,84,30.0,25.0,538.0,0.0,0.003239463514220553
153,537.8,0.0,84,30.0,25.0,538.0,0.0,0.0
154,537.8,0.0,84,30.0,25.0,538.0,0.0,0.0
155,537.9,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
156,537.9,0.0,84,30.0,25.0,538.0,0.0,0.0
157,538.0,0.0,84,30.0,25.0,539.0,0.0,0.0
158,538.0,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
159,538.0,0.0,84,30.0,25.0,539.0,0.0,0.0
160,538.1,0.0,84,30.0,25.0,539.0,0.0,0.0
161,538.1,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
162,538.1,0.0,84,30.0,25.0,539.0,0.0,0.0
163,538.1,0.0,84,30.0,25.0,539.0,0.0,0.0
164,538.2,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
165,538.2,0.0,84,30.0,25.0,539.0,0.0,0.0
166,538.2,0.0,84,30.0,25.0,539.0,0.0,0.0
167,538.2,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
168,538.3,0.0,84,30.0,25.0,539.0,0.0,0.0
169,538.3,0.0,84,30.0,25.0,539.0,0.0,0.0
170,538.3,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
171,538.3,0.0,84,30.0,25.0,539.0,0.0,0.0
172,538.3,0.0,84,30.0,25.0,539.0,0.0,0.0
173,538.3,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
174,538.3,0.0,84,30.0,25.0,539.0,0.0,0.0
175,538.4,0.0,84,30.0,25.0,539.0,0.0,0.0
176,538.4,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
177,538.4,0.0,84,30.0,25.0,539.0,0.0,0.0
178,538.4,0.0,84,30.0,25.0,539.0,0.0,0.0
179,538.4,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
180,538.4,0.0,84,30.0,25.0,539.0,0.0,0.0
181,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
182,538.5,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
183,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
184,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
185,538.5,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
186,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
187,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
188,538.5,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
189,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
190,538.5,0.0,84,30.0,25.0,539.0,0.0,0.0
191,538.5,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
192,538.6,0.0,84,30.0,25.0,539.0,0.0,0.0
193,538.6,0.0,84,30.0,25.0,539.0,0.0,0.0
194,538.6,0.0,84,30.0,25.0,539.0,0.0,0.003239463514220553
195,538.6,0.0,84,30.0,25.0,539.0,0.0,0.0
196,538.6,1.0,83,30.0,25.0,539.0,0.0,0.0
197,537.0,12.0,83,30.0,25.0,538.0,0.0,0.0034659529101395163
198,538.4,1.0,83,30.0,25.0,539.0,0.0,0.0
199,538.5,1.0,83,30.0,25.0,539.0,0.0,0.0
200,538.5,1.0,83,30.0,25.0,539.0,0.0,0.003239463514220553
201,538.5,1.0,83,30.0,25.0,539.0,0.0,0.0
202,538.5,1.0,83,30.0,25.0,539.0,0.0,0.0
203,538.5,1.0,83,30.0,25.0,539.0,0.0,0.003239463514220553
204,536.8,33.0,83,30.0,25.0,537.0,40.0,0.0
205,536.8,39.0,83,30.0,25.0,537.0,39.0,0.0
