,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,milediff
0,549.0,10.0,100.0,9.0,5.0,549.0,0.0,0.0
1,547.1,27.0,100.0,9.0,5.0,547.0,0.0,0.0
2,547.1,10.0,100.0,9.0,5.0,547.0,0.0,0.001066178346482282
3,546.5,10.0,100.0,9.0,5.0,546.0,0.0,0.0
4,545.8,10.0,100.0,9.0,5.0,545.0,0.0,0.0
5,545.2,10.0,100.0,9.0,5.0,545.0,0.0,-0.0031886975445865693
6,544.5,10.0,100.0,9.0,5.0,544.0,0.0,0.0
7,544.0,10.0,100.0,9.0,5.0,544.0,0.0,0.0
8,543.4,10.0,100.0,9.0,5.0,543.0,0.0,0.0028870385667133687
9,542.9,10.0,100.0,9.0,5.0,543.0,0.0,0.0
10,542.4,10.0,99.0,9.0,5.0,542.0,0.0,0.0
11,541.9,10.0,99.0,9.0,5.0,542.0,0.0,0.0028870385667133687
12,541.5,10.0,99.0,9.0,5.0,541.0,0.0,0.0
13,541.1,10.0,99.0,9.0,5.0,541.0,0.0,0.0
14,540.7,10.0,99.0,9.0,5.0,540.0,0.0,0.0028870385667133687
15,540.3,10.0,99.0,9.0,5.0,540.0,0.0,0.0
16,540.0,10.0,99.0,9.0,5.0,540.0,0.0,0.0
17,539.6,10.0,99.0,9.0,5.0,539.0,0.0,0.0028870385667133687
18,539.3,10.0,99.0,9.0,5.0,539.0,0.0,0.0
19,539.0,10.0,99.0,9.0,5.0,539.0,0.0,0.0
20,538.7,10.0,99.0,9.0,5.0,539.0,0.0,0.0028870385667133687
21,538.5,10.0,99.0,9.0,5.0,538.0,0.0,0.0
22,538.2,10.0,99.0,9.0,5.0,538.0,0.0,0.0
23,538.0,10.0,99.0,9.0,5.0,538.0,0.0,0.0028870385667133687
24,537.8,10.0,99.0,9.0,5.0,538.0,0.0,0.0
25,537.6,10.0,99.0,9.0,5.0,537.0,0.0,0.0
26,537.3,10.0,99.0,9.0,5.0,537.0,0.0,0.0028870385667133687
27,537.2,10.0,99.0,9.0,5.0,537.0,0.0,0.0
28,537.0,10.0,99.0,9.0,5.0,537.0,0.0,0.0
29,536.8,10.0,99.0,9.0,5.0,537.0,0.0,0.0028870385667133687
30,536.7,10.0,99.0,9.0,5.0,537.0,0.0,0.0
31,536.5,13.0,99.0,9.0,5.0,536.0,1.0,0.0
32,534.6,30.0,99.0,9.0,5.0,536.0,0.0,0.025572484993593714
33,535.3,11.0,99.0,9.0,5.0,536.0,0.0,0.0
34,532.8,41.0,99.0,9.0,6.0,532.0,31.0,0.0
35,522.2,127.0,99.0,9.0,6.0,525.0,83.0,0.15175108474552496
36,531.8,7.0,99.0,9.0,6.0,532.0,0.0,0.0
37,532.6,11.0,99.0,9.0,6.0,533.0,0.0,0.0
38,533.1,10.0,99.0,9.0,6.0,533.0,0.0,0.015267592892069184
39,533.5,10.0,99.0,9.0,6.0,533.0,0.0,0.0
40,533.7,11.0,99.0,10.0,6.0,533.0,0.0,0.0
41,521.4,177.0,99.0,10.0,6.0,519.0,183.0,0.050141535887754364
42,530.2,34.0,98.0,10.0,6.0,529.0,31.0,0.0
43,529.3,48.0,98.0,10.0,6.0,529.0,33.0,0.0
44,532.1,10.0,98.0,10.0,6.0,532.0,0.0,0.2730189094611482
45,523.1,125.0,98.0,10.0,6.0,531.0,10.0,0.0
46,529.3,41.0,98.0,10.0,6.0,526.0,77.0,0.0
47,527.5,65.0,98.0,10.0,6.0,527.0,67.0,0.3145448208629895
48,532.4,7.0,98.0,10.0,6.0,532.0,0.0,0.0
49,533.0,11.0,98.0,10.0,6.0,533.0,0.0,0.0
50,520.9,164.0,98.0,10.0,6.0,520.0,154.0,0.0543505188753473
51,525.7,74.0,98.0,10.0,7.0,525.0,74.0,0.0
52,527.1,58.0,98.0,10.0,7.0,528.0,42.0,0.0
53,525.7,74.0,97.0,10.0,7.0,526.0,73.0,0.33809302222970117
54,534.1,-25.0,97.0,10.0,7.0,534.0,-34.0,0.0
55,526.3,87.0,97.0,10.0,7.0,525.0,99.0,0.0
56,532.6,0.0,97.0,10.0,7.0,533.0,-14.0,0.24085865180419055
57,533.5,10.0,97.0,10.0,7.0,536.0,-38.0,0.0
58,533.6,10.0,97.0,10.0,7.0,533.0,0.0,0.0
59,533.9,9.0,97.0,10.0,7.0,534.0,0.0,0.10352479634274762
60,534.1,9.0,97.0,10.0,7.0,534.0,0.0,0.0
61,534.3,9.0,97.0,10.0,7.0,534.0,0.0,0.0
62,534.4,9.0,97.0,11.0,7.0,534.0,0.0,0.009406710228027556
63,534.6,9.0,96.0,11.0,7.0,534.0,0.0,0.0
64,534.6,9.0,96.0,11.0,7.0,535.0,0.0,0.0
65,534.7,9.0,96.0,11.0,7.0,535.0,0.0,0.007597984031001073
66,534.8,9.0,96.0,11.0,7.0,535.0,0.0,0.0
67,534.9,9.0,96.0,11.0,7.0,535.0,0.0,0.0
68,535.0,9.0,96.0,11.0,7.0,535.0,0.0,0.007158845298274232
69,535.0,9.0,96.0,11.0,7.0,535.0,0.0,0.0
70,535.1,9.0,96.0,11.0,7.0,535.0,0.0,0.0
71,535.1,9.0,96.0,11.0,8.0,535.0,0.0,0.006296198193259497
72,535.1,10.0,96.0,11.0,8.0,535.0,0.0,0.0
73,535.1,10.0,96.0,11.0,8.0,535.0,0.0,0.0
74,535.2,10.0,96.0,11.0,8.0,535.0,0.0,0.006296198193259497
75,535.2,10.0,96.0,11.0,8.0,535.0,0.0,0.0
76,535.3,10.0,96.0,11.0,8.0,535.0,0.0,0.0
77,535.3,10.0,96.0,11.0,8.0,535.0,0.0,0.006296198193259497
78,535.3,10.0,96.0,12.0,8.0,535.0,0.0,0.0
79,535.3,10.0,96.0,12.0,8.0,535.0,0.0,0.0
80,535.4,10.0,96.0,12.0,8.0,535.0,0.0,0.006296198193259497
81,535.4,10.0,96.0,12.0,8.0,535.0,0.0,0.0
82,535.4,10.0,96.0,12.0,8.0,535.0,0.0,0.0
