,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,milediff
0,543.0,17.0,100,20.0,14.0,543.0,0.0,0.0
1,543.5,2.0,100,20.0,14.0,543.0,0.0,0.0
2,543.4,2.0,100,20.0,14.0,543.0,0.0,0.002955889273089914
3,543.3,2.0,100,20.0,13.0,543.0,0.0,0.0
4,543.2,2.0,100,20.0,13.0,543.0,0.0,0.0
5,543.1,2.0,100,20.0,13.0,543.0,0.0,0.0028870385667133687
6,543.1,2.0,100,20.0,13.0,543.0,0.0,0.0
7,543.0,2.0,100,19.0,13.0,543.0,0.0,0.0
8,542.9,2.0,100,19.0,13.0,543.0,0.0,0.0028870385667133687
9,542.8,2.0,100,20.0,13.0,543.0,0.0,0.0
10,542.7,2.0,100,19.0,13.0,543.0,0.0,0.0
11,542.6,2.0,100,19.0,13.0,543.0,0.0,0.0028870385667133687
12,542.5,2.0,100,19.0,13.0,543.0,0.0,0.0
13,542.4,2.0,100,19.0,13.0,542.0,0.0,0.0
14,542.3,2.0,100,19.0,13.0,542.0,0.0,0.0028870385667133687
15,542.3,2.0,100,19.0,13.0,542.0,0.0,0.0
16,542.2,2.0,100,19.0,13.0,542.0,0.0,0.0
17,542.1,2.0,100,19.0,13.0,542.0,0.0,0.0028870385667133687
18,542.0,2.0,100,19.0,13.0,542.0,0.0,0.0
19,541.9,2.0,100,19.0,13.0,542.0,0.0,0.0
20,541.9,2.0,100,19.0,13.0,542.0,0.0,0.0028870385667133687
21,541.8,2.0,100,19.0,13.0,542.0,0.0,0.0
22,541.7,2.0,100,19.0,13.0,542.0,0.0,0.0
23,541.7,2.0,100,19.0,13.0,542.0,0.0,0.0028870385667133687
24,540.3,25.0,100,19.0,13.0,540.0,23.0,0.0
25,538.6,23.0,100,19.0,13.0,539.0,0.0,0.0
26,539.7,3.0,100,19.0,13.0,540.0,0.0,0.12433935961221496
27,537.0,35.0,100,19.0,13.0,535.0,57.0,0.0
28,534.5,35.0,99,19.0,13.0,534.0,33.0,0.0
29,535.2,5.0,99,19.0,13.0,532.0,58.0,0.18939142887804172
30,534.4,1.0,99,19.0,13.0,532.0,53.0,0.0
31,533.7,1.0,99,19.0,13.0,533.0,28.0,0.0
32,531.9,40.0,99,19.0,13.0,532.0,46.0,0.29099668282571517
33,534.6,4.0,99,19.0,13.0,530.0,75.0,0.0
34,531.2,25.0,99,19.0,13.0,531.0,37.0,0.0
35,532.8,6.0,99,19.0,13.0,530.0,47.0,0.27310216864260906
36,532.2,5.0,99,19.0,13.0,533.0,0.0,0.0
37,532.0,26.0,99,19.0,13.0,532.0,35.0,0.0
38,531.0,52.0,99,19.0,13.0,530.0,65.0,0.1378103672477489
39,530.9,44.0,98,19.0,13.0,531.0,56.0,0.0
40,534.1,11.0,98,19.0,13.0,533.0,29.0,0.0
41,532.7,33.0,98,19.0,13.0,532.0,36.0,0.3302538861379113
42,531.2,50.0,98,19.0,13.0,534.0,0.0,0.0
43,534.1,5.0,98,19.0,13.0,532.0,38.0,0.0
44,534.4,1.0,98,19.0,13.0,535.0,0.0,0.1356926777509708
45,535.2,1.0,98,19.0,13.0,535.0,0.0,0.0
46,535.5,3.0,98,19.0,13.0,535.0,0.0,0.0
47,535.7,3.0,98,19.0,13.0,536.0,0.0,0.006296198193259497
48,535.9,3.0,98,19.0,13.0,536.0,0.0,0.0
49,534.8,30.0,98,19.0,13.0,533.0,38.0,0.0
50,526.1,146.0,98,19.0,13.0,527.0,131.0,0.1376614571880261
51,531.5,32.0,98,19.0,13.0,532.0,41.0,0.0
52,532.9,30.0,98,19.0,13.0,533.0,35.0,0.0
53,535.1,2.0,98,19.0,13.0,535.0,0.0,0.27125282010658514
54,535.5,3.0,98,19.0,13.0,535.0,1.0,0.0
55,529.1,92.0,98,19.0,13.0,526.0,141.0,0.0
56,530.4,58.0,97,19.0,13.0,530.0,71.0,0.17204936127789366
57,531.0,55.0,97,19.0,13.0,531.0,64.0,0.0
58,535.1,-13.0,97,19.0,13.0,536.0,-8.0,0.0
59,531.1,95.0,97,19.0,13.0,532.0,46.0,0.31546450673514304
60,531.2,51.0,97,19.0,13.0,532.0,44.0,0.0
61,532.2,42.0,97,19.0,13.0,531.0,49.0,0.0
62,532.0,42.0,97,19.0,13.0,535.0,-10.0,0.32609626320184376
63,535.4,-12.0,97,19.0,13.0,534.0,9.0,0.0
64,535.0,13.0,97,19.0,13.0,532.0,46.0,0.0
65,532.0,46.0,97,19.0,13.0,531.0,57.0,0.30971212925116864
66,535.0,-9.0,97,19.0,13.0,536.0,-10.0,0.0
67,540.3,-68.0,97,19.0,13.0,541.0,-72.0,0.0
68,529.9,67.0,97,19.0,13.0,535.0,-6.0,0.2661875713655604
69,532.3,39.0,97,19.0,13.0,532.0,43.0,0.0
70,539.0,-74.0,97,19.0,13.0,540.0,-76.0,0.0
71,526.1,181.0,97,19.0,13.0,529.0,92.0,0.273402001109919
72,535.2,11.0,97,19.0,13.0,535.0,0.0,0.0
73,530.1,100.0,97,19.0,13.0,529.0,94.0,0.0
74,531.5,75.0,97,19.0,13.0,534.0,-2.0,0.15602546991617858
75,531.2,52.0,97,19.0,13.0,532.0,36.0,0.0
76,531.7,48.0,96,19.0,13.0,531.0,54.0,0.0
77,531.2,56.0,96,19.0,13.0,532.0,31.0,0.3397547702194349
78,535.0,-11.0,96,19.0,13.0,535.0,-7.0,0.0
79,533.0,27.0,96,19.0,13.0,533.0,30.0,0.0
80,530.8,64.0,96,19.0,13.0,530.0,69.0,0.3027131405717244
81,534.0,-3.0,96,19.0,13.0,535.0,0.0,0.0
82,531.5,63.0,96,19.0,13.0,531.0,65.0,0.0
83,540.4,-92.0,96,19.0,13.0,541.0,-94.0,0.2499813176810482
84,537.2,-3.0,96,19.0,13.0,537.0,-5.0,0.0
85,536.5,3.0,96,19.0,13.0,537.0,0.0,0.0
86,536.5,3.0,96,19.0,13.0,536.0,0.0,0.1321744614691614
87,527.9,82.0,96,19.0,13.0,529.0,91.0,0.0
88,535.0,-4.0,96,19.0,13.0,533.0,27.0,0.0
