,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,milediff
0,547.0,0.0,100.0,19.0,16.0,546.0,0.0,0.0
1,547.4,5.0,100.0,18.0,15.0,547.0,0.0,0.0
2,545.8,19.0,100.0,18.0,15.0,546.0,0.0,-0.018969994308437967
3,545.2,15.0,100.0,18.0,15.0,545.0,0.0,0.0
4,545.2,4.0,100.0,18.0,15.0,544.0,0.0,0.0
5,544.0,0.0,100.0,18.0,15.0,543.0,5.0,0.014563123488661699
6,544.1,1.0,100.0,18.0,15.0,544.0,0.0,0.0
7,544.1,1.0,100.0,18.0,15.0,544.0,0.0,0.0
8,544.2,0.0,100.0,18.0,15.0,544.0,0.0,0.0028870385667133687
9,544.2,1.0,100.0,18.0,15.0,544.0,0.0,0.0
10,544.2,1.0,100.0,18.0,15.0,544.0,0.0,0.0
11,544.2,1.0,100.0,18.0,15.0,544.0,0.0,0.0028870385667133687
12,544.2,1.0,100.0,18.0,15.0,544.0,0.0,0.0
13,544.1,1.0,100.0,18.0,15.0,544.0,0.0,0.0
14,544.1,0.0,100.0,18.0,15.0,544.0,0.0,0.0028870385667133687
15,544.1,0.0,100.0,18.0,15.0,544.0,0.0,0.0
16,544.1,0.0,100.0,18.0,15.0,544.0,0.0,0.0
17,544.0,0.0,100.0,18.0,15.0,544.0,0.0,0.0028870385667133687
18,544.0,0.0,100.0,18.0,15.0,544.0,0.0,0.0
19,544.0,0.0,100.0,18.0,15.0,544.0,0.0,0.0
20,544.0,0.0,100.0,18.0,15.0,544.0,0.0,0.0028870385667133687
21,540.7,51.0,100.0,18.0,15.0,543.0,1.0,0.0
22,541.8,27.0,100.0,18.0,15.0,542.0,0.0,0.0
23,534.7,104.0,100.0,18.0,15.0,535.0,84.0,0.05108425281844789
24,534.5,114.0,100.0,18.0,15.0,532.0,115.0,0.0
25,537.6,0.0,100.0,18.0,15.0,538.0,0.0,0.0
26,530.8,149.0,100.0,18.0,15.0,527.0,187.0,0.17969397419286534
27,528.3,140.0,99.0,18.0,15.0,534.0,28.0,0.0
28,534.7,11.0,99.0,18.0,15.0,536.0,0.0,0.0
29,536.9,0.0,99.0,18.0,15.0,537.0,0.0,0.17919400362918592
30,536.8,1.0,99.0,18.0,15.0,536.0,3.0,0.0
31,536.8,0.0,99.0,18.0,15.0,537.0,0.0,0.0
32,536.8,1.0,99.0,18.0,15.0,537.0,0.0,0.07571488080165469
33,536.8,9.0,99.0,18.0,15.0,536.0,0.0,0.0
34,536.7,14.0,99.0,18.0,15.0,537.0,0.0,0.0
35,536.8,0.0,99.0,18.0,15.0,536.0,0.0,0.002670667400269726
36,537.2,3.0,99.0,18.0,15.0,537.0,0.0,0.0
37,530.8,91.0,99.0,18.0,15.0,528.0,149.0,0.0
38,532.6,36.0,99.0,18.0,15.0,531.0,62.0,0.14722357094819347
39,531.9,53.0,99.0,18.0,15.0,533.0,33.0,0.0
40,535.3,0.0,99.0,18.0,15.0,535.0,0.0,0.0
