,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,milediff
0,540.6,16.0,100,27.0,19.0,542.0,0.0,0.0
1,539.6,16.0,100,27.0,19.0,542.0,0.0,0.0
2,539.5,9.0,100,27.0,19.0,541.0,0.0,0.0026706292708586214
3,539.7,1.0,100,27.0,19.0,541.0,0.0,0.0
4,539.0,14.0,100,27.0,19.0,541.0,0.0,0.0
5,539.2,-2.0,100,27.0,19.0,540.0,0.0,0.017407934519822362
6,538.8,19.0,100,27.0,19.0,540.0,0.0,0.0
7,538.1,8.0,100,27.0,19.0,540.0,0.0,0.0
8,538.2,13.0,100,27.0,19.0,540.0,0.0,0.008037999861953256
9,537.2,26.0,100,27.0,19.0,539.0,12.0,0.0
10,538.2,3.0,100,27.0,19.0,540.0,0.0,0.0
11,537.7,15.0,100,27.0,19.0,539.0,7.0,0.12216583725759166
12,535.6,39.0,100,27.0,19.0,537.0,32.0,0.0
13,535.8,23.0,100,27.0,19.0,536.0,32.0,0.0
14,536.7,2.0,100,27.0,19.0,538.0,1.0,0.2289382750208147
15,534.0,32.0,99,27.0,19.0,535.0,31.0,0.0
16,533.7,54.0,99,27.0,19.0,534.0,53.0,0.0
17,533.7,37.0,99,27.0,19.0,535.0,30.0,0.3489296882337952
18,535.4,1.0,99,27.0,19.0,537.0,4.0,0.0
19,536.0,3.0,99,27.0,19.0,537.0,0.0,0.0
20,533.8,54.0,99,27.0,19.0,534.0,76.0,0.17112854930503005
21,533.5,33.0,99,27.0,19.0,535.0,30.0,0.0
22,535.6,0.0,99,27.0,19.0,537.0,0.0,0.0
23,533.3,49.0,99,27.0,19.0,534.0,44.0,0.2602633625666692
24,534.4,26.0,99,27.0,19.0,536.0,-3.0,0.0
25,533.9,33.0,99,27.0,19.0,535.0,32.0,0.0
26,535.9,9.0,99,27.0,19.0,537.0,11.0,0.3124430481721355
27,533.9,26.0,99,26.0,19.0,536.0,6.0,0.0
28,536.2,1.0,99,27.0,19.0,537.0,0.0,0.0
29,529.6,141.0,99,26.0,19.0,529.0,148.0,0.20711824639417367
30,533.5,29.0,99,27.0,19.0,535.0,18.0,0.0
31,532.8,57.0,98,26.0,19.0,533.0,55.0,0.0
32,533.3,44.0,98,26.0,19.0,534.0,46.0,0.3516893524206529
33,533.1,43.0,98,26.0,19.0,535.0,27.0,0.0
34,534.9,19.0,98,26.0,19.0,535.0,30.0,0.0
35,536.1,0.0,98,26.0,19.0,537.0,0.0,0.2881759940869363
36,536.1,1.0,98,26.0,19.0,537.0,0.0,0.0
37,536.2,0.0,98,26.0,19.0,537.0,0.0,0.0
38,536.2,17.0,98,26.0,19.0,537.0,0.0,0.023418864060732507
39,536.5,7.0,98,26.0,19.0,537.0,0.0,0.0
40,533.0,62.0,98,26.0,19.0,533.0,72.0,0.0
41,533.4,42.0,98,26.0,19.0,535.0,27.0,0.16795990380225323
42,534.6,22.0,98,26.0,19.0,535.0,33.0,0.0
43,535.8,1.0,98,26.0,19.0,537.0,0.0,0.0
44,532.7,75.0,98,26.0,19.0,534.0,58.0,0.2360885611249683
45,535.0,19.0,98,26.0,19.0,536.0,16.0,0.0
46,531.9,79.0,98,26.0,19.0,532.0,90.0,0.0
47,533.4,40.0,98,26.0,19.0,534.0,44.0,0.2995476655832414
48,534.9,14.0,98,26.0,19.0,536.0,18.0,0.0
49,539.7,-62.0,98,26.0,19.0,538.0,-1.0,0.0
50,531.0,120.0,98,26.0,19.0,530.0,129.0,0.25112396117317176
51,532.5,65.0,98,26.0,19.0,535.0,24.0,0.0
52,536.3,-4.0,98,26.0,19.0,537.0,-4.0,0.0
53,533.6,63.0,98,26.0,19.0,533.0,83.0,0.32018253114660944
54,532.8,69.0,97,26.0,19.0,535.0,29.0,0.0
55,536.8,-20.0,97,26.0,19.0,539.0,-39.0,0.0
56,534.7,30.0,97,26.0,19.0,537.0,-14.0,0.2778807304826119
57,537.2,-9.0,97,26.0,19.0,537.0,-6.0,0.0
58,539.7,-37.0,97,26.0,19.0,535.0,50.0,0.0
59,533.0,79.0,97,26.0,19.0,536.0,0.0,0.2408962985439771
60,537.2,3.0,97,26.0,19.0,538.0,0.0,0.0
61,537.1,3.0,97,26.0,19.0,538.0,0.0,0.0
62,536.4,23.0,97,26.0,19.0,535.0,46.0,0.03574784401886505
63,535.0,47.0,97,26.0,19.0,536.0,36.0,0.0
64,532.2,52.0,97,26.0,19.0,532.0,66.0,0.0
65,534.3,24.0,97,26.0,19.0,534.0,35.0,0.3098770060010428
66,534.9,25.0,97,26.0,19.0,534.0,40.0,0.0
67,536.5,-11.0,97,26.0,19.0,537.0,-15.0,0.0
68,537.0,3.0,97,26.0,19.0,537.0,0.0,0.2529679302324739
69,536.6,14.0,97,26.0,19.0,537.0,0.0,0.0
70,536.5,0.0,97,26.0,19.0,537.0,0.0,0.0
71,536.6,21.0,97,26.0,19.0,537.0,0.0,0.021794736930358154
72,536.6,12.0,97,26.0,19.0,537.0,14.0,0.0
73,537.0,3.0,97,26.0,19.0,538.0,0.0,0.0
74,537.0,3.0,97,26.0,19.0,537.0,0.0,0.13899839337863476
75,533.0,67.0,97,26.0,19.0,533.0,80.0,0.0
76,533.3,59.0,97,26.0,19.0,534.0,41.0,0.0
77,532.8,66.0,97,26.0,19.0,533.0,73.0,0.31319684926938607
78,533.4,39.0,97,26.0,19.0,534.0,37.0,0.0
79,534.3,29.0,97,26.0,19.0,534.0,37.0,0.0
80,535.0,21.0,96,26.0,19.0,535.0,20.0,0.35045428734382966
81,534.1,43.0,96,26.0,19.0,535.0,35.0,0.0
82,534.4,42.0,96,26.0,19.0,534.0,40.0,0.0
83,531.6,88.0,96,26.0,19.0,532.0,94.0,0.3264605046936778
84,532.7,56.0,96,26.0,19.0,533.0,57.0,0.0
85,533.4,56.0,96,26.0,19.0,533.0,53.0,0.0
86,536.7,-11.0,96,26.0,19.0,537.0,-13.0,0.32814242624493734
87,537.8,3.0,96,26.0,19.0,538.0,0.0,0.0
88,537.4,3.0,96,26.0,19.0,538.0,0.0,0.0
89,537.3,3.0,96,26.0,19.0,538.0,0.0,0.0029532160008052784
90,536.2,27.0,96,26.0,19.0,536.0,24.0,0.0
91,533.9,62.0,96,26.0,19.0,534.0,64.0,0.0
92,534.3,52.0,96,26.0,19.0,533.0,59.0,0.25943481648594163
93,533.5,36.0,96,26.0,19.0,534.0,37.0,0.0
94,536.2,-10.0,96,26.0,19.0,537.0,-14.0,0.0
95,530.5,95.0,96,26.0,19.0,530.0,110.0,0.31859138320469965
96,535.8,-13.0,96,26.0,19.0,536.0,-13.0,0.0
97,537.6,2.0,96,26.0,19.0,538.0,3.0,0.0
98,536.1,-9.0,96,26.0,19.0,536.0,-10.0,0.2788971334363138
99,532.5,69.0,96,26.0,19.0,532.0,60.0,0.0
100,534.9,31.0,96,26.0,19.0,533.0,50.0,0.0
101,533.6,41.0,96,26.0,19.0,534.0,43.0,0.3444450264447673
102,536.1,-12.0,96,26.0,19.0,536.0,-14.0,0.0
103,540.9,-84.0,96,26.0,19.0,542.0,-87.0,0.0
104,535.4,33.0,96,26.0,19.0,535.0,25.0,0.28473752007850356
105,534.5,12.0,95,26.0,19.0,536.0,-6.0,0.0
106,534.4,25.0,95,26.0,19.0,535.0,21.0,0.0
107,536.8,-10.0,95,26.0,19.0,537.0,-12.0,0.31304319977128153
108,537.3,12.0,95,26.0,19.0,537.0,18.0,0.0
109,536.5,-8.0,95,26.0,19.0,537.0,-10.0,0.0
110,537.5,3.0,95,26.0,19.0,538.0,0.0,0.1848096156891972
111,535.8,31.0,95,26.0,19.0,536.0,18.0,0.0
112,537.5,-2.0,95,26.0,19.0,537.0,-4.0,0.0
113,537.3,2.0,95,26.0,19.0,537.0,0.0,0.2185707808562794
114,537.4,2.0,95,26.0,19.0,538.0,0.0,0.0
115,537.4,2.0,95,26.0,19.0,538.0,0.0,0.0
116,537.5,2.0,95,26.0,19.0,538.0,0.0,0.0039531477622748445
117,537.5,2.0,95,26.0,19.0,538.0,0.0,0.0
118,537.6,2.0,95,26.0,19.0,538.0,0.0,0.0
119,537.6,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
120,537.7,2.0,95,26.0,19.0,538.0,0.0,0.0
121,537.7,2.0,95,26.0,19.0,538.0,0.0,0.0
122,537.7,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
123,537.7,2.0,95,26.0,19.0,538.0,0.0,0.0
124,537.8,2.0,95,26.0,19.0,538.0,0.0,0.0
125,537.8,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
126,537.8,2.0,95,26.0,19.0,538.0,0.0,0.0
127,537.8,2.0,95,26.0,19.0,538.0,0.0,0.0
128,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
129,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0
130,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0
131,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
132,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0
133,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0
134,537.9,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
135,538.0,2.0,95,26.0,19.0,538.0,0.0,0.0
136,538.0,2.0,95,26.0,19.0,538.0,0.0,0.0
137,538.0,2.0,95,26.0,19.0,538.0,0.0,0.0029532160008052784
138,538.0,2.0,95,26.0,19.0,538.0,0.0,0.0
139,538.0,2.0,95,26.0,19.0,538.0,0.0,0.0
140,538.0,2.0,95,26.0,18.0,538.0,0.0,0.0011097732788666818
141,538.0,2.0,95,26.0,18.0,538.0,0.0,0.0
142,538.0,2.0,95,26.0,18.0,538.0,0.0,0.0
143,535.1,46.0,95,26.0,18.0,535.0,46.0,0.03534006640999102
144,535.6,32.0,95,26.0,18.0,536.0,27.0,0.0
145,537.7,3.0,95,26.0,18.0,538.0,0.0,0.0
146,536.6,30.0,95,26.0,18.0,537.0,21.0,0.2249646848242263
147,534.0,48.0,95,26.0,18.0,534.0,51.0,0.0
148,533.7,57.0,95,26.0,18.0,534.0,38.0,0.0
149,533.3,50.0,95,26.0,18.0,533.0,46.0,0.33947309490987343
