,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,milediff,total_P,motor_P,speeddiff,milegap,tempMAXMINdiff,SOCgap
0,0.0,553.2,1.0,100.0,33.0,31.0,556.0,0.0,64151.5,-0.5999999999985448,553.2,0.0,,0.0,2.0,0.0
1,0.0,553.0,2.0,100.0,33.0,31.0,556.0,0.0,64151.5,0.0,1106.0,0.0,0.0,0.0,2.0,0.0
2,0.0,552.8,2.0,100.0,33.0,31.0,556.0,0.0,64151.5,0.0,1105.6,0.0,0.0,0.0,2.0,0.0
3,0.0,552.4,4.0,100.0,33.0,31.0,555.0,0.0,64151.5,0.0,2209.6,0.0,0.0,0.0,2.0,0.0
4,0.0,551.5,8.0,100.0,33.0,31.0,554.0,0.0,64151.5,0.0,4412.0,0.0,0.0,0.0,2.0,0.0
5,0.0,550.7,8.0,100.0,33.0,31.0,553.0,0.0,64151.5,0.0,4405.6,0.0,0.0,0.0,2.0,0.0
6,0.0,550.0,8.0,100.0,33.0,31.0,553.0,0.0,64151.5,0.0,4400.0,0.0,0.0,0.0,2.0,0.0
7,0.0,549.3,9.0,100.0,33.0,31.0,552.0,0.0,64151.5,0.0,4943.7,0.0,0.0,0.0,2.0,0.0
8,0.0,548.7,8.0,100.0,33.0,31.0,551.0,0.0,64151.5,0.0,4389.6,0.0,0.0,0.0,2.0,0.0
9,0.0,548.1,9.0,100.0,33.0,31.0,551.0,0.0,64151.5,0.0,4932.9000000000015,0.0,0.0,0.0,2.0,0.0
10,0.0,547.5,9.0,100.0,33.0,31.0,550.0,0.0,64151.5,0.0,4927.5,0.0,0.0,0.0,2.0,0.0
11,0.0,546.9,10.0,100.0,33.0,31.0,549.0,0.0,64151.5,0.0,5469.0,0.0,0.0,0.0,2.0,0.0
12,0.0,546.3,10.0,100.0,33.0,31.0,549.0,0.0,64151.5,0.0,5463.0,0.0,0.0,0.0,2.0,0.0
13,0.0,545.6,11.0,100.0,33.0,31.0,548.0,0.0,64151.5,0.0,6001.6,0.0,0.0,0.0,2.0,0.0
14,0.0,545.0,12.0,100.0,33.0,31.0,548.0,0.0,64151.5,0.0,6540.0,0.0,0.0,0.0,2.0,0.0
15,0.0,544.3,13.0,100.0,33.0,31.0,547.0,0.0,64151.5,0.0,7075.9,0.0,0.0,0.0,2.0,0.0
16,0.0,543.7,14.0,100.0,33.0,31.0,546.0,0.0,64151.5,0.0,7611.800000000001,0.0,0.0,0.0,2.0,0.0
17,0.0,543.1,14.0,100.0,33.0,31.0,546.0,0.0,64151.5,0.0,7603.400000000002,0.0,0.0,0.0,2.0,0.0
18,0.0,542.5,15.0,100.0,33.0,31.0,545.0,0.0,64151.5,0.0,8137.5,0.0,0.0,0.0,2.0,0.0
19,0.0,541.9,16.0,99.0,33.0,31.0,544.0,0.0,64151.5,0.0,8670.4,0.0,0.0,0.0,2.0,1.0
20,0.0,541.4,16.0,99.0,33.0,31.0,544.0,0.0,64151.5,0.0,8662.4,0.0,0.0,0.0,2.0,1.0
21,0.0,540.9,16.0,99.0,33.0,31.0,543.0,0.0,64151.5,0.0,8654.4,0.0,0.0,0.0,2.0,1.0
22,0.0,540.5,16.0,99.0,33.0,31.0,543.0,0.0,64151.5,0.0,8648.0,0.0,0.0,0.0,2.0,1.0
23,0.0,540.1,16.0,99.0,33.0,31.0,543.0,0.0,64151.5,0.0,8641.6,0.0,0.0,0.0,2.0,1.0
24,0.0,539.8,15.0,99.0,33.0,31.0,542.0,0.0,64151.5,0.0,8096.999999999999,0.0,0.0,0.0,2.0,1.0
25,0.0,539.5,15.0,99.0,33.0,31.0,542.0,0.0,64151.5,0.0,8092.5,0.0,0.0,0.0,2.0,1.0
26,0.0,539.2,16.0,99.0,33.0,31.0,542.0,0.0,64151.5,0.0,8627.2,0.0,0.0,0.0,2.0,1.0
27,0.0,538.9,15.0,99.0,33.0,31.0,541.0,0.0,64151.5,0.0,8083.5,0.0,0.0,0.0,2.0,1.0
28,0.0,538.7,15.0,99.0,33.0,31.0,541.0,0.0,64151.5,0.0,8080.500000000001,0.0,0.0,0.0,2.0,1.0
29,0.0,538.4,16.0,99.0,33.0,31.0,541.0,0.0,64151.5,0.0,8614.4,0.0,0.0,0.0,2.0,1.0
30,0.0,538.3,16.0,99.0,33.0,31.0,541.0,0.0,64151.5,0.0,8612.8,0.0,0.0,0.0,2.0,1.0
31,0.0,538.1,15.0,99.0,33.0,31.0,540.0,0.0,64151.5,0.0,8071.5,0.0,0.0,0.0,2.0,1.0
32,0.0,537.9,15.0,99.0,33.0,31.0,540.0,0.0,64151.5,0.0,8068.5,0.0,0.0,0.0,2.0,1.0
33,0.0,537.8,16.0,99.0,33.0,31.0,540.0,0.0,64151.5,0.0,8604.8,0.0,0.0,0.0,2.0,1.0
34,0.0,537.6,17.0,99.0,33.0,31.0,540.0,0.0,64151.5,0.0,9139.2,0.0,0.0,0.0,2.0,1.0
35,5.0,536.8,27.0,99.0,33.0,31.0,539.0,4.0,64151.5,0.0,14493.6,2156.0,5.0,0.0,2.0,1.0
36,15.0,536.1,26.0,99.0,33.0,31.0,538.0,12.0,64151.5,0.0,13938.6,6456.0,10.0,0.0,2.0,1.0
37,12.0,535.3,56.0,99.0,33.0,31.0,536.0,47.0,64151.5,0.0,29976.8,25192.0,-3.0,0.0,2.0,1.0
38,31.0,532.1,119.0,99.0,33.0,31.0,534.0,66.0,64151.6,0.0999999999985448,63319.9,35244.0,19.0,0.0999999999985448,2.0,1.0
39,40.0,531.8,99.0,99.0,33.0,31.0,534.0,57.0,64151.7,0.0999999999985448,52648.2,30438.0,9.0,0.1999999999970896,2.0,1.0
40,38.0,535.3,21.0,99.0,33.0,31.0,537.0,4.0,64151.8,0.10000000000582077,11241.3,2148.0,-2.0,0.3000000000029104,2.0,1.0
41,44.0,532.8,78.0,98.0,33.0,31.0,535.0,37.0,64151.9,0.0999999999985448,41558.4,19795.0,6.0,0.4000000000014552,2.0,2.0
42,41.0,535.7,14.0,98.0,33.0,31.0,538.0,0.0,64152.0,0.0999999999985448,7499.800000000001,0.0,-3.0,0.5,2.0,2.0
43,53.0,534.0,29.0,98.0,33.0,31.0,535.0,56.0,64152.1,0.0999999999985448,15486.0,29960.0,12.0,0.5999999999985448,2.0,2.0
44,51.0,535.2,12.0,98.0,33.0,31.0,537.0,0.0,64152.3,0.2000000000043656,6422.400000000002,0.0,-2.0,0.8000000000029104,2.0,2.0
45,49.0,535.5,13.0,98.0,33.0,31.0,538.0,0.0,64152.4,0.0999999999985448,6961.5,0.0,-2.0,0.9000000000014552,2.0,2.0
46,47.0,535.7,15.0,98.0,33.0,31.0,537.0,17.0,64152.5,0.0999999999985448,8035.500000000001,9129.0,-2.0,1.0,2.0,2.0
47,44.0,536.1,12.0,98.0,33.0,31.0,538.0,0.0,64152.7,0.1999999999970896,6433.200000000003,0.0,-3.0,1.1999999999970896,2.0,2.0
48,22.0,536.2,18.0,98.0,33.0,31.0,538.0,0.0,64152.8,0.10000000000582077,9651.6,0.0,-22.0,1.3000000000029104,2.0,2.0
49,42.0,531.0,121.0,98.0,33.0,31.0,532.0,92.0,64152.9,0.0999999999985448,64251.0,48944.0,20.0,1.4000000000014552,2.0,2.0
50,46.0,532.5,89.0,98.0,33.0,31.0,534.0,60.0,64153.0,0.0999999999985448,47392.5,32040.0,4.0,1.5,2.0,2.0
51,50.0,533.0,66.0,98.0,33.0,31.0,535.0,39.0,64153.1,0.0999999999985448,35178.0,20865.0,4.0,1.5999999999985448,2.0,2.0
52,53.0,533.0,70.0,97.0,33.0,31.0,535.0,39.0,64153.3,0.2000000000043656,37310.0,20865.0,3.0,1.8000000000029104,2.0,3.0
53,47.0,536.3,3.0,97.0,33.0,31.0,538.0,3.0,64153.4,0.0999999999985448,1608.9,1614.0,-6.0,1.9000000000014552,2.0,3.0
54,49.0,534.5,47.0,97.0,33.0,31.0,536.0,24.0,64153.5,0.0999999999985448,25121.5,12864.0,2.0,2.0,2.0,3.0
55,47.0,534.5,48.0,97.0,33.0,31.0,537.0,21.0,64153.7,0.1999999999970896,25656.0,11277.0,-2.0,2.1999999999970896,2.0,3.0
56,45.0,534.6,44.0,97.0,33.0,31.0,537.0,25.0,64153.8,0.10000000000582077,23522.4,13425.0,-2.0,2.3000000000029104,2.0,3.0
57,47.0,533.6,67.0,97.0,33.0,31.0,535.0,39.0,64153.9,0.0999999999985448,35751.200000000004,20865.0,2.0,2.4000000000014547,2.0,3.0
58,45.0,536.4,0.0,97.0,33.0,31.0,539.0,-16.0,64154.0,0.0999999999985448,0.0,-8624.0,-2.0,2.5,2.0,3.0
59,35.0,539.8,-92.0,97.0,33.0,31.0,544.0,-20.0,64154.2,0.1999999999970896,-49661.6,-10880.0,-10.0,2.6999999999970896,2.0,3.0
60,4.0,537.3,15.0,97.0,33.0,31.0,539.0,-2.0,64154.2,0.0,8059.499999999999,-1078.0,-31.0,2.6999999999970896,2.0,3.0
61,17.0,534.7,67.0,97.0,33.0,31.0,537.0,36.0,64154.2,0.0,35824.9,19332.0,13.0,2.6999999999970896,2.0,3.0
62,31.0,531.7,127.0,97.0,33.0,31.0,533.0,91.0,64154.3,0.10000000000582077,67525.90000000001,48503.0,14.0,2.8000000000029104,2.0,3.0
63,40.0,535.7,8.0,97.0,33.0,31.0,538.0,-13.0,64154.4,0.0999999999985448,4285.6,-6994.0,9.0,2.9000000000014547,2.0,3.0
64,38.0,536.5,3.0,97.0,33.0,31.0,539.0,-14.0,64154.5,0.0999999999985448,1609.5,-7546.0,-2.0,3.0,2.0,3.0
65,23.0,537.1,16.0,97.0,33.0,31.0,542.0,-71.0,64154.6,0.0999999999985448,8593.6,-38482.0,-15.0,3.0999999999985453,2.0,3.0
66,0.0,537.2,16.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,8595.2,0.0,-23.0,3.0999999999985453,2.0,3.0
67,0.0,537.0,15.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,8055.0,0.0,0.0,3.0999999999985453,2.0,3.0
68,0.0,537.1,15.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,8056.5,0.0,0.0,3.0999999999985453,2.0,3.0
69,0.0,537.1,15.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,8056.5,0.0,0.0,3.0999999999985453,2.0,3.0
70,0.0,537.1,15.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,8056.5,0.0,0.0,3.0999999999985453,2.0,3.0
71,0.0,537.1,14.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,7519.400000000002,0.0,0.0,3.0999999999985453,2.0,3.0
72,0.0,537.2,14.0,97.0,33.0,31.0,539.0,0.0,64154.6,0.0,7520.800000000001,0.0,0.0,3.0999999999985453,2.0,3.0
