,Unnamed: 0,Unnamed: 0.1,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,0,20180122101354.0,49.0,523.7,49.0,57.0,21.0,13.0,525.0,37.0,37286.9,230.0,0.0
1,1,1,20180122101404.0,46.0,525.8,18.0,57.0,20.0,13.0,528.0,15.0,37287.0,10.0,0.0999999999985448
2,2,2,20180122101414.0,40.0,530.4,-18.0,57.0,20.0,13.0,532.0,-19.0,37287.2,10.0,0.1999999999970896
3,3,3,20180122101424.0,22.0,534.3,-73.0,57.0,20.0,13.0,537.0,-81.0,37287.2,10.0,0.0
4,4,4,20180000000000.0,34.5,528.8499999999998,-13.5,57.0,20.0,13.0,531.0,-23.0,37287.3,10.0,0.10000000000582077
5,5,5,20180122101444.0,40.0,519.6,122.0,57.0,20.0,13.0,520.0,2.0,37287.3,20.0,0.0
6,6,6,20180122101454.0,47.0,523.4,46.0,57.0,20.0,13.0,525.0,35.0,37287.4,10.0,0.0999999999985448
7,7,7,20180122101504.0,47.0,527.3,-12.0,57.0,20.0,13.0,529.0,-17.0,37287.6,10.0,0.1999999999970896
8,8,8,20180122101514.0,32.0,535.4,-114.0,57.0,20.0,13.0,538.0,-16.0,37287.7,10.0,0.0999999999985448
9,9,9,20180122101524.0,35.0,527.9,-9.0,57.0,20.0,13.0,530.0,-13.0,37287.8,10.0,0.10000000000582077
10,10,10,20180122101534.0,9.0,526.8,63.0,57.0,20.0,13.0,526.0,82.0,37287.8,10.0,0.0
11,11,11,20180122101544.0,44.0,524.3,24.0,57.0,21.0,13.0,527.0,2.0,37287.9,10.0,0.0999999999985448
12,12,12,20180122101554.0,31.0,534.5,-107.0,57.0,20.0,13.0,537.0,-9.0,37288.0,10.0,0.0999999999985448
13,13,13,20180122101604.0,3.0,529.8,3.0,57.0,20.0,13.0,532.0,0.0,37288.0,10.0,0.0
14,14,14,20180122101614.0,0.0,529.7,2.0,57.0,20.0,13.0,532.0,0.0,37288.0,10.0,0.0
