,Unnamed: 0,Unnamed: 0.1,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,112450,20180131181635,0.0,530.0,0.0,43.0,20.0,14.0,532.0,0.0,38287.5,510,0.0
1,1,112451,20180131181645,0.0,530.0,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
2,2,112452,20180131181655,0.0,530.1,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
3,3,112453,20180131181705,0.0,530.1,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
4,4,112454,20180131181715,0.0,530.1,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
5,5,112455,20180131181725,0.0,530.1,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
6,6,112456,20180131181735,0.0,530.2,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
7,7,112457,20180131181745,0.0,530.2,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
8,8,112458,20180131181755,0.0,530.2,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
9,9,112459,20180131181805,0.0,530.2,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
10,10,112460,20180131181815,0.0,530.2,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
11,11,112461,20180131181825,0.0,530.3,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
12,12,112462,20180131181835,0.0,530.3,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
13,13,112463,20180131181845,0.0,530.3,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
14,14,112464,20180131181855,0.0,530.3,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
15,15,112465,20180131181905,0.0,530.3,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
16,16,112466,20180131181915,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
17,17,112467,20180131181925,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
18,18,112468,20180131181935,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
19,19,112469,20180131181945,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
20,20,112470,20180131181955,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
21,21,112471,20180131182005,0.0,530.4,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
22,22,112472,20180131182015,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
23,23,112473,20180131182025,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
24,24,112474,20180131182035,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
25,25,112475,20180131182045,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
26,26,112476,20180131182055,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
27,27,112477,20180131182105,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
28,28,112478,20180131182115,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
29,29,112479,20180131182125,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
30,30,112480,20180131182135,0.0,530.5,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
31,31,112481,20180131182145,0.0,530.6,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
32,32,112482,20180131182155,0.0,530.6,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
33,33,112483,20180131182205,0.0,530.6,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
34,34,112484,20180131182215,0.0,530.6,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
35,35,112485,20180131182225,0.0,530.6,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
36,36,112486,20180131182235,0.0,530.6,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
37,37,112487,20180131182245,0.0,530.6,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
38,38,112488,20180131182255,0.0,530.7,0.0,43.0,20.0,13.0,532.0,0.0,38287.5,10,0.0
39,39,112489,20180131182305,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
40,40,112490,20180131182315,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
41,41,112491,20180131182325,0.0,530.7,1.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
42,42,112492,20180131182335,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
43,43,112493,20180131182345,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
44,44,112494,20180131182355,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
45,45,112495,20180131182405,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
46,46,112496,20180131182415,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
47,47,112497,20180131182425,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
48,48,112498,20180131182435,0.0,530.7,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
49,49,112499,20180131182445,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
50,50,112500,20180131182455,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
51,51,112501,20180131182505,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
52,52,112502,20180131182515,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
53,53,112503,20180131182525,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
54,54,112504,20180131182535,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
55,55,112505,20180131182545,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
56,56,112506,20180131182555,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
57,57,112507,20180131182605,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
58,58,112508,20180131182615,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
59,59,112509,20180131182625,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
60,60,112510,20180131182635,0.0,530.8,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
61,61,112511,20180131182645,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
62,62,112512,20180131182655,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
63,63,112513,20180131182705,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
64,64,112514,20180131182715,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
65,65,112515,20180131182725,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
66,66,112516,20180131182735,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
67,67,112517,20180131182745,0.0,530.9,0.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
68,68,112518,20180131182755,0.0,530.9,1.0,43.0,20.0,13.0,533.0,0.0,38287.5,10,0.0
69,69,112519,20180131182805,24.0,525.1,64.0,43.0,20.0,13.0,526.0,70.0,38287.6,10,0.0999999999985448
70,70,112520,20180131182815,24.0,533.4,-64.0,43.0,20.0,13.0,532.0,-8.0,38287.6,10,0.0
71,71,112521,20180131182825,0.0,530.0,5.0,43.0,20.0,13.0,532.0,0.0,38287.7,10,0.0999999999985448
72,72,112522,20180131182835,10.0,529.2,4.0,43.0,20.0,13.0,531.0,0.0,38287.7,10,0.0
73,73,112523,20180131182845,0.0,530.0,3.0,43.0,20.0,13.0,532.0,0.0,38287.7,10,0.0
74,74,112524,20180131182855,0.0,530.0,3.0,43.0,20.0,13.0,532.0,0.0,38287.7,10,0.0
75,75,112525,20180131182905,0.0,530.1,3.0,43.0,20.0,13.0,532.0,0.0,38287.7,10,0.0
76,76,112526,20180131182915,29.0,524.0,64.0,43.0,20.0,13.0,525.0,60.0,38287.7,10,0.0
77,77,112527,20180131182925,35.0,523.5,77.0,42.0,20.0,13.0,525.0,58.0,38287.8,10,0.10000000000582077
78,78,112528,20180131182935,42.0,522.8,83.0,42.0,20.0,13.0,524.0,72.0,38287.9,10,0.0999999999985448
79,79,112529,20180131182945,35.0,523.7,99.0,42.0,20.0,13.0,524.0,95.0,38288.0,10,0.0999999999985448
80,80,112530,20180131182955,45.0,523.6,42.0,42.0,20.0,13.0,525.0,31.0,38288.2,10,0.1999999999970896
81,81,112531,20180131183005,45.0,523.2,55.0,42.0,20.0,13.0,525.0,40.0,38288.3,10,0.10000000000582077
82,82,112532,20180131183015,46.0,522.8,44.0,42.0,20.0,13.0,525.0,33.0,38288.4,10,0.0999999999985448
83,83,112533,20180131183025,47.0,523.8,45.0,42.0,20.0,13.0,525.0,28.0,38288.5,10,0.0999999999985448
84,84,112534,20180131183035,47.0,523.9,42.0,42.0,20.0,13.0,525.0,32.0,38288.7,10,0.1999999999970896
85,85,112535,20180131183045,47.0,523.8,34.0,42.0,20.0,13.0,525.0,24.0,38288.8,10,0.10000000000582077
86,86,112536,20180131183055,28.0,534.7,-105.0,42.0,20.0,13.0,537.0,0.0,38288.9,10,0.0999999999985448
87,87,112537,20180131183105,0.0,528.6,3.0,42.0,20.0,13.0,531.0,0.0,38288.9,10,0.0
88,88,112538,20180131183115,31.0,517.6,137.0,42.0,20.0,13.0,518.0,18.0,38289.0,10,0.0999999999985448
89,89,112539,20180131183125,44.0,523.1,30.0,42.0,20.0,13.0,525.0,22.0,38289.1,10,0.0999999999985448
90,90,112540,20180131183135,45.0,522.2,51.0,42.0,20.0,13.0,524.0,41.0,38289.2,10,0.0999999999985448
91,91,112541,20180131183145,45.0,524.2,24.0,42.0,20.0,13.0,526.0,20.0,38289.3,10,0.10000000000582077
92,92,112542,20180131183155,46.0,524.2,22.0,42.0,20.0,13.0,526.0,15.0,38289.4,10,0.0999999999985448
93,93,112543,20180131183205,47.0,522.8,40.0,42.0,20.0,13.0,524.0,32.0,38289.6,10,0.1999999999970896
94,94,112544,20180131183215,47.0,519.5,96.0,42.0,20.0,13.0,524.0,20.0,38289.7,10,0.0999999999985448
95,95,112545,20180131183225,35.0,518.6,159.0,42.0,20.0,13.0,519.0,41.0,38289.8,10,0.10000000000582077
96,96,112546,20180131183235,46.0,523.4,15.0,42.0,20.0,13.0,525.0,14.0,38289.9,10,0.0999999999985448
97,97,112547,20180131183245,31.0,534.8,-114.0,42.0,20.0,13.0,537.0,-13.0,38290.0,10,0.0999999999985448
98,98,112548,20180131183255,45.0,519.9,84.0,42.0,20.0,13.0,521.0,69.0,38290.1,10,0.0999999999985448
99,99,112549,20180131183305,45.0,526.1,-8.0,42.0,20.0,13.0,528.0,-14.0,38290.2,10,0.0999999999985448
100,100,112550,20180131183315,45.0,523.2,44.0,41.0,20.0,13.0,525.0,29.0,38290.4,10,0.2000000000043656
101,101,112551,20180131183325,49.0,521.7,61.0,41.0,20.0,13.0,524.0,26.0,38290.5,10,0.0999999999985448
102,102,112552,20180131183335,36.0,534.9,-123.0,41.0,20.0,13.0,537.0,-28.0,38290.6,10,0.0999999999985448
103,103,112553,20180131183345,38.0,519.3,108.0,41.0,20.0,13.0,520.0,87.0,38290.7,10,0.0999999999985448
104,104,112554,20180131183355,44.0,520.8,63.0,41.0,20.0,13.0,523.0,41.0,38290.8,10,0.10000000000582077
105,105,112555,20180131183405,36.0,531.5,-99.0,41.0,20.0,13.0,535.0,-21.0,38290.9,10,0.0999999999985448
106,106,112556,20180131183415,0.0,527.7,16.0,41.0,20.0,13.0,529.0,0.0,38291.0,10,0.0999999999985448
107,107,112557,20180131183425,1.0,527.3,8.0,41.0,20.0,13.0,528.0,5.0,38291.0,10,0.0
