,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,milediff,total_P,motor_P,speeddiff,milegap,tempMAXMINdiff,SOCgap
0,3.0,547.4,3.0,100.0,20.0,19.0,551.0,0.0,53480.4,-0.9000000000014552,1642.1999999999996,0.0,,0.0,1.0,0.0
1,3.0,547.2,2.0,100.0,20.0,19.0,550.0,0.0,53480.4,0.0,1094.4,0.0,0.0,0.0,1.0,0.0
2,1.0,546.6,6.0,100.0,20.0,19.0,549.0,2.0,53480.4,0.0,3279.600000000001,1098.0,-2.0,0.0,1.0,0.0
3,1.0,546.3,6.0,100.0,20.0,19.0,549.0,1.0,53480.4,0.0,3277.8,549.0,0.0,0.0,1.0,0.0
4,1.0,546.0,6.0,100.0,20.0,19.0,549.0,0.0,53480.4,0.0,3276.0,0.0,0.0,0.0,1.0,0.0
5,0.0,545.8,4.0,100.0,20.0,19.0,549.0,0.0,53480.4,0.0,2183.2,0.0,-1.0,0.0,1.0,0.0
6,4.0,545.0,9.0,100.0,20.0,19.0,548.0,0.0,53480.4,0.0,4905.0,0.0,4.0,0.0,1.0,0.0
7,5.0,543.9,6.0,100.0,20.0,19.0,547.0,0.0,53480.4,0.0,3263.4,0.0,1.0,0.0,1.0,0.0
8,1.0,543.4,17.0,100.0,20.0,19.0,546.0,2.0,53480.4,0.0,9237.8,1092.0,-4.0,0.0,1.0,0.0
9,0.0,543.2,13.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,7061.6,0.0,-1.0,0.0,1.0,0.0
10,0.0,543.1,-1.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,-543.1,0.0,0.0,0.0,1.0,0.0
11,0.0,542.8,0.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12,0.0,543.1,0.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,0.0,543.2,0.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14,0.0,543.2,1.0,100.0,20.0,19.0,546.0,0.0,53480.4,0.0,543.2,0.0,0.0,0.0,1.0,0.0
15,6.0,541.7,20.0,100.0,20.0,19.0,544.0,14.0,53480.4,0.0,10834.0,7616.0,6.0,0.0,1.0,0.0
16,1.0,542.3,10.0,100.0,20.0,19.0,545.0,2.0,53480.4,0.0,5423.0,1090.0,-5.0,0.0,1.0,0.0
17,5.0,541.5,15.0,100.0,20.0,19.0,544.0,5.0,53480.4,0.0,8122.5,2720.0,4.0,0.0,1.0,0.0
