,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180116083817.0,47.0,526.6,62.0,67.0,19.0,12.0,528.0,42.0,36587.7,130.0,0.0
1,1,20180000000000.0,43.0,524.7,97.66666666666666,66.66666666666667,19.0,12.333333333333332,526.0,42.66666666666666,36588.1,10.0,0.4000000000014552
2,2,20180000000000.0,39.0,522.8,133.33333333333331,66.33333333333334,19.0,12.666666666666664,524.0,43.33333333333333,36588.5,10.0,0.4000000000014552
3,3,20180116083847.0,50.0,524.3,83.0,66.0,19.0,13.0,526.0,61.0,36588.1,30.0,-0.4000000000014552
4,4,20180116084037.0,35.0,520.9,169.0,66.0,19.0,13.0,522.0,44.0,36588.9,110.0,0.8000000000029104
5,5,20180116084047.0,46.0,525.2,67.0,66.0,19.0,13.0,527.0,42.0,36589.0,10.0,0.0999999999985448
6,6,20180000000000.0,44.75,525.575,57.75,66.0,19.0,13.0,527.25,39.0,36589.125,10.0,0.125
7,7,20180000000000.0,43.5,525.95,48.5,66.0,19.0,13.0,527.5,36.0,36589.25,10.0,0.125
8,8,20180000000000.0,42.25,526.325,39.25,66.0,19.0,13.0,527.75,33.0,36589.375,10.0,0.125
9,9,20180116084127.0,18.0,530.9,12.0,66.0,19.0,13.0,533.0,0.0,36589.5,40.0,0.125
10,10,20180116084137.0,41.0,526.7,30.0,66.0,19.0,13.0,528.0,30.0,36589.5,10.0,0.0
11,11,20180000000000.0,30.75,527.6750000000002,25.0,65.75,19.25,13.0,529.25,22.5,36589.675,10.0,0.17500000000291038
12,12,20180000000000.0,20.5,528.6500000000002,20.0,65.5,19.5,13.0,530.5,15.0,36589.85,10.0,0.17499999999563445
13,13,20180000000000.0,10.25,529.625,15.0,65.25,19.75,13.0,531.75,7.5,36590.025,10.0,0.17499999999563445
14,14,20180116084217.0,19.0,535.2,-58.0,65.0,20.0,13.0,538.0,-69.0,36590.0,40.0,-0.024999999994179237
15,15,20180000000000.0,24.25,531.0,0.25,65.0,20.0,13.0,533.25,-40.75,36590.075,10.0,0.07499999999708963
16,16,20180000000000.0,29.5,526.8,58.5,65.0,20.0,13.0,528.5,-12.5,36590.15,10.0,0.07500000000436557
17,17,20180000000000.0,34.75,522.6,116.75,65.0,20.0,13.0,523.75,15.75,36590.22500000001,10.0,0.07500000000436557
18,18,20180116084257.0,0.0,530.6,10.0,65.0,20.0,13.0,533.0,0.0,36590.2,40.0,-0.02500000000873115
