,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180120102426.0,0.0,532.2,1.0,54.0,21.0,13.0,535.0,0.0,37068.9,1860.0,0.0
1,1,20180120102436.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
2,2,20180120102446.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
3,3,20180120102456.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
4,4,20180120102506.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
5,5,20180120102516.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
6,6,20180120102526.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
7,7,20180120102536.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
8,8,20180120102546.0,0.0,532.2,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
9,9,20180120102556.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
10,10,20180120102606.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
11,11,20180120102616.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
12,12,20180120102626.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
13,13,20180120102636.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
14,14,20180120102646.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
15,15,20180120102656.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
16,16,20180120102706.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
17,17,20180120102716.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
18,18,20180120102726.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
19,19,20180120102736.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
20,20,20180120102746.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
21,21,20180120102756.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
22,22,20180120102806.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
23,23,20180000000000.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
24,24,20180120102826.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,20.0,0.0
25,25,20180120102836.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
26,26,20180120102846.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
27,27,20180120102856.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
28,28,20180120102906.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
29,29,20180120102916.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
30,30,20180120102926.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
31,31,20180120102936.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
32,32,20180120102946.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
33,33,20180120102956.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
34,34,20180120103006.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
35,35,20180120103016.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
36,36,20180120103026.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
37,37,20180120103036.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
38,38,20180120103046.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
39,39,20180120103056.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
40,40,20180120103106.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
41,41,20180120103116.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
42,42,20180120103126.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
43,43,20180120103136.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
44,44,20180120103146.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
45,45,20180120103156.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
46,46,20180120103206.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
47,47,20180120103216.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
48,48,20180120103226.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
49,49,20180120103236.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
50,50,20180120103246.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
51,51,20180120103256.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
52,52,20180120103306.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
53,53,20180120103316.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
54,54,20180120103326.0,0.0,532.4,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
55,55,20180120103336.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
56,56,20180120103346.0,0.0,532.4,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
57,57,20180120103356.0,0.0,532.3,0.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
58,58,20180120103406.0,0.0,532.3,1.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
59,59,20180120103416.0,0.0,532.3,1.0,54.0,21.0,13.0,535.0,0.0,37068.9,10.0,0.0
60,60,20180120103426.0,0.0,532.0,3.0,54.0,21.0,13.0,534.0,0.0,37068.9,10.0,0.0
61,61,20180120103436.0,17.0,529.3,27.0,54.0,21.0,13.0,532.0,13.0,37068.9,10.0,0.0
62,62,20180120103446.0,13.0,528.9,49.0,54.0,21.0,13.0,531.0,37.0,37069.0,10.0,0.0999999999985448
63,63,20180120103456.0,26.0,526.6,33.0,54.0,21.0,13.0,529.0,22.0,37069.0,10.0,0.0
64,64,20180120103506.0,6.0,528.4,44.0,54.0,21.0,13.0,530.0,25.0,37069.1,10.0,0.0999999999985448
65,65,20180120103516.0,5.0,530.0,9.0,54.0,21.0,13.0,532.0,-8.0,37069.1,10.0,0.0
66,66,20180120103526.0,4.0,530.6,2.0,54.0,21.0,13.0,533.0,0.0,37069.1,10.0,0.0
