,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20181105054812.0,0.0,554.1,13.0,100.0,23.0,18.0,553.0,0.0,66351.5,4371.0,0.0
1,1,20181105054822.0,0.0,552.5,12.0,100.0,23.0,18.0,552.0,0.0,66351.5,10.0,0.0
2,2,20181105054832.0,0.0,551.3,11.0,100.0,23.0,18.0,551.0,0.0,66351.5,10.0,0.0
3,3,20181105054842.0,0.0,550.2,11.0,100.0,23.0,18.0,550.0,0.0,66351.5,10.0,0.0
4,4,20181105054852.0,0.0,549.0,13.0,100.0,23.0,18.0,548.0,0.0,66351.5,10.0,0.0
5,5,20181105054902.0,0.0,547.9,13.0,100.0,23.0,18.0,547.0,0.0,66351.5,10.0,0.0
6,6,20181105054912.0,0.0,546.9,13.0,100.0,23.0,18.0,546.0,0.0,66351.5,10.0,0.0
7,7,20181105054922.0,0.0,545.9,14.0,100.0,23.0,18.0,545.0,0.0,66351.5,10.0,0.0
8,8,20181105054932.0,0.0,545.1,14.0,100.0,23.0,18.0,544.0,0.0,66351.5,10.0,0.0
9,9,20181105054942.0,0.0,544.2,14.0,100.0,23.0,18.0,544.0,0.0,66351.5,10.0,0.0
10,10,20181105054952.0,0.0,543.5,14.0,100.0,23.0,18.0,543.0,0.0,66351.5,10.0,0.0
11,11,20181105055002.0,0.0,542.8,14.0,100.0,23.0,18.0,542.0,0.0,66351.5,10.0,0.0
12,12,20181105055012.0,0.0,542.1,15.0,100.0,23.0,18.0,542.0,0.0,66351.5,10.0,0.0
13,13,20181105055022.0,0.0,541.5,15.0,99.0,23.0,17.0,541.0,0.0,66351.5,10.0,0.0
14,14,20181105055032.0,0.0,540.9,16.0,99.0,23.0,18.0,540.0,0.0,66351.5,10.0,0.0
15,15,20181105055042.0,0.0,540.3,17.0,99.0,23.0,18.0,540.0,0.0,66351.5,10.0,0.0
16,16,20181105055052.0,0.0,539.7,17.0,99.0,23.0,17.0,539.0,0.0,66351.5,10.0,0.0
17,17,20181105055102.0,0.0,539.2,18.0,99.0,23.0,17.0,539.0,0.0,66351.5,10.0,0.0
18,18,20181105055112.0,0.0,538.6,19.0,99.0,23.0,17.0,538.0,0.0,66351.5,10.0,0.0
19,19,20181105055122.0,0.0,538.1,20.0,99.0,23.0,17.0,538.0,0.0,66351.5,10.0,0.0
20,20,20181105055132.0,0.0,537.7,20.0,99.0,23.0,17.0,537.0,0.0,66351.5,10.0,0.0
21,21,20181105055142.0,0.0,537.3,21.0,99.0,23.0,17.0,537.0,0.0,66351.5,10.0,0.0
22,22,20181105055152.0,0.0,536.8,22.0,99.0,23.0,17.0,536.0,0.0,66351.5,10.0,0.0
23,23,20181105055202.0,0.0,536.5,22.0,99.0,23.0,17.0,536.0,0.0,66351.5,10.0,0.0
24,24,20181105055212.0,0.0,536.2,22.0,99.0,23.0,17.0,536.0,0.0,66351.5,10.0,0.0
25,25,20181105055222.0,0.0,535.9,22.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
26,26,20181105055232.0,0.0,535.7,22.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
27,27,20181105055242.0,0.0,535.5,23.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
28,28,20181105055252.0,0.0,535.3,23.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
29,29,20181105055302.0,0.0,535.1,23.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
30,30,20181105055312.0,0.0,534.9,24.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
31,31,20181105055322.0,0.0,534.9,23.0,99.0,23.0,17.0,535.0,0.0,66351.5,10.0,0.0
32,32,20181105055332.0,0.0,534.8,23.0,99.0,23.0,17.0,534.0,0.0,66351.5,10.0,0.0
