,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180701133233.0,0.0,545.0,2.0,100.0,33.0,31.0,547.0,0.0,61586.0,0.0,0.0
1,1,20180701133243.0,0.0,544.9,2.0,100.0,33.0,31.0,547.0,0.0,61586.0,10.0,0.0
2,2,20180701133253.0,0.0,544.8,2.0,100.0,33.0,31.0,547.0,0.0,61586.0,10.0,0.0
3,3,20180701133303.0,0.0,544.7,2.0,100.0,33.0,31.0,547.0,0.0,61586.0,10.0,0.0
4,4,20180701133313.0,0.0,544.4,5.0,100.0,33.0,31.0,547.0,0.0,61586.0,10.0,0.0
5,5,20180701133323.0,0.0,543.8,9.0,100.0,33.0,31.0,546.0,0.0,61586.0,10.0,0.0
6,6,20180701133333.0,0.0,543.4,9.0,100.0,33.0,31.0,546.0,0.0,61586.0,10.0,0.0
7,7,20180701133343.0,0.0,543.0,9.0,100.0,33.0,31.0,545.0,0.0,61586.0,10.0,0.0
8,8,20180701133353.0,0.0,542.6,9.0,100.0,33.0,31.0,545.0,0.0,61586.0,10.0,0.0
9,9,20180701133403.0,0.0,542.3,9.0,100.0,33.0,31.0,545.0,0.0,61586.0,10.0,0.0
10,10,20180701133413.0,0.0,542.0,9.0,100.0,33.0,31.0,544.0,0.0,61586.0,10.0,0.0
11,11,20180701133423.0,3.0,541.5,15.0,100.0,33.0,31.0,543.0,3.0,61586.0,10.0,0.0
12,12,20180701133433.0,6.0,540.4,30.0,100.0,33.0,31.0,542.0,15.0,61586.0,10.0,0.0
13,13,20180701133443.0,14.0,540.2,12.0,100.0,33.0,31.0,542.0,0.0,61586.0,10.0,0.0
14,14,20180701133453.0,0.0,540.0,12.0,100.0,33.0,31.0,542.0,0.0,61586.0,10.0,0.0
15,15,20180701133503.0,21.0,536.2,83.0,100.0,33.0,31.0,538.0,62.0,61586.0,10.0,0.0
16,16,20180701133513.0,28.0,535.6,77.0,99.0,33.0,31.0,536.0,71.0,61586.1,10.0,0.0999999999985448
17,17,20180701133523.0,38.0,533.0,104.0,99.0,33.0,31.0,534.0,85.0,61586.2,10.0,0.0999999999985448
18,18,20180701133533.0,38.0,534.5,59.0,99.0,33.0,31.0,537.0,25.0,61586.3,10.0,0.10000000000582077
19,19,20180701133543.0,41.0,535.9,14.0,99.0,33.0,31.0,538.0,0.0,61586.4,10.0,0.0999999999985448
20,20,20180701133553.0,36.0,535.3,16.0,99.0,33.0,31.0,538.0,0.0,61586.5,10.0,0.0999999999985448
21,21,20180701133603.0,37.0,533.6,69.0,99.0,33.0,31.0,535.0,43.0,61586.6,10.0,0.0999999999985448
22,22,20180701133613.0,41.0,534.7,34.0,99.0,33.0,31.0,536.0,24.0,61586.7,10.0,0.0999999999985448
23,23,20180701133623.0,40.0,535.6,16.0,99.0,33.0,31.0,538.0,0.0,61586.8,10.0,0.10000000000582077
24,24,20180701133633.0,5.0,535.9,18.0,99.0,33.0,31.0,538.0,0.0,61586.9,10.0,0.0999999999985448
25,25,20180701133643.0,0.0,536.2,17.0,99.0,33.0,31.0,538.0,0.0,61586.9,10.0,0.0
26,26,20180701133653.0,22.0,533.9,67.0,99.0,33.0,31.0,535.0,42.0,61586.9,10.0,0.0
27,27,20180701133703.0,31.0,533.3,77.0,99.0,33.0,31.0,535.0,57.0,61587.0,10.0,0.0999999999985448
28,28,20180701133713.0,36.0,535.4,16.0,98.0,33.0,31.0,537.0,0.0,61587.1,10.0,0.0999999999985448
29,29,20180701133723.0,36.0,535.7,15.0,98.0,33.0,31.0,538.0,0.0,61587.2,10.0,0.0999999999985448
30,30,20180701133733.0,26.0,536.0,18.0,98.0,33.0,31.0,538.0,0.0,61587.3,10.0,0.10000000000582077
31,31,20180701133743.0,42.0,533.0,40.0,98.0,33.0,31.0,535.0,19.0,61587.4,10.0,0.0999999999985448
32,32,20180701133753.0,46.0,532.2,91.0,98.0,33.0,31.0,534.0,53.0,61587.5,10.0,0.0999999999985448
33,33,20180701133803.0,45.0,535.4,15.0,98.0,33.0,31.0,537.0,11.0,61587.6,10.0,0.0999999999985448
34,34,20180701133813.0,47.0,533.9,52.0,98.0,33.0,31.0,536.0,28.0,61587.8,10.0,0.2000000000043656
35,35,20180701133823.0,47.0,534.5,43.0,98.0,33.0,31.0,536.0,22.0,61587.9,10.0,0.0999999999985448
36,36,20180701133833.0,50.0,533.2,72.0,98.0,33.0,31.0,535.0,42.0,61588.0,10.0,0.0999999999985448
37,37,20180701133843.0,51.0,535.2,24.0,98.0,33.0,31.0,537.0,18.0,61588.2,10.0,0.1999999999970896
38,38,20180701133853.0,50.0,534.0,59.0,97.0,33.0,31.0,536.0,32.0,61588.3,10.0,0.10000000000582077
39,39,20180701133903.0,51.0,533.1,73.0,97.0,33.0,31.0,535.0,45.0,61588.4,10.0,0.0999999999985448
40,40,20180701133913.0,50.0,536.2,-1.0,97.0,33.0,31.0,538.0,-18.0,61588.6,10.0,0.1999999999970896
41,41,20180701133923.0,18.0,540.0,-45.0,97.0,33.0,31.0,542.0,-67.0,61588.7,10.0,0.0999999999985448
42,42,20180701133933.0,0.0,537.1,17.0,97.0,33.0,31.0,539.0,0.0,61588.7,10.0,0.0
43,43,20180701133943.0,0.0,536.9,17.0,97.0,33.0,31.0,539.0,0.0,61588.7,10.0,0.0
44,44,20180701133953.0,1.0,536.8,17.0,97.0,33.0,31.0,539.0,0.0,61588.7,10.0,0.0
45,45,20180701134003.0,15.0,536.5,17.0,97.0,33.0,31.0,538.0,0.0,61588.7,10.0,0.0
46,46,20180701134013.0,29.0,529.8,188.0,97.0,33.0,31.0,529.0,62.0,61588.8,10.0,0.10000000000582077
47,47,20180701134023.0,50.0,531.8,87.0,97.0,33.0,31.0,533.0,60.0,61588.9,10.0,0.0999999999985448
48,48,20180701134033.0,53.0,531.6,108.0,97.0,34.0,31.0,533.0,81.0,61589.0,10.0,0.0999999999985448
49,49,20180701134043.0,54.0,533.0,82.0,97.0,34.0,31.0,534.0,56.0,61589.2,10.0,0.1999999999970896
50,50,20180701134053.0,53.0,534.9,43.0,97.0,34.0,31.0,536.0,26.0,61589.3,10.0,0.10000000000582077
51,51,20180701134103.0,47.0,536.8,0.0,97.0,34.0,31.0,539.0,-17.0,61589.4,10.0,0.0999999999985448
52,52,20180701134113.0,45.0,533.8,85.0,97.0,34.0,31.0,535.0,54.0,61589.6,10.0,0.1999999999970896
53,53,20180701134123.0,49.0,535.2,31.0,97.0,34.0,31.0,537.0,12.0,61589.7,10.0,0.0999999999985448
54,54,20180701134133.0,49.0,534.5,51.0,96.0,34.0,31.0,536.0,27.0,61589.8,10.0,0.10000000000582077
55,55,20180701134143.0,51.0,533.8,65.0,96.0,34.0,31.0,535.0,37.0,61590.0,10.0,0.1999999999970896
56,56,20180701134153.0,51.0,534.5,50.0,96.0,34.0,31.0,537.0,-10.0,61590.1,10.0,0.0999999999985448
57,57,20180701134203.0,47.0,535.2,35.0,96.0,34.0,31.0,537.0,21.0,61590.2,10.0,0.0999999999985448
58,58,20180701134213.0,50.0,534.7,39.0,96.0,34.0,31.0,536.0,17.0,61590.4,10.0,0.2000000000043656
59,59,20180701134223.0,23.0,541.2,-71.0,96.0,34.0,31.0,543.0,-86.0,61590.5,10.0,0.0999999999985448
60,60,20180701134233.0,1.0,537.4,17.0,96.0,34.0,31.0,539.0,0.0,61590.5,10.0,0.0
61,61,20180701134243.0,38.0,530.4,142.0,96.0,34.0,31.0,531.0,8.0,61590.6,10.0,0.0999999999985448
