,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180119174443.0,42.0,524.5,21.0,51.0,20.0,15.0,526.0,15.0,36960.9,350.0,0.0
1,1,20180119174453.0,42.0,524.6,34.0,51.0,20.0,15.0,527.0,12.0,36961.0,10.0,0.0999999999985448
2,2,20180119174503.0,18.0,529.1,1.0,51.0,20.0,15.0,534.0,-61.0,36961.1,10.0,0.0999999999985448
3,3,20180119174513.0,0.0,529.1,4.0,51.0,20.0,15.0,531.0,0.0,36961.1,10.0,0.0
4,4,20180119174523.0,19.0,524.6,60.0,51.0,20.0,15.0,527.0,40.0,36961.1,10.0,0.0
5,5,20180119174533.0,29.0,530.5,-37.0,51.0,20.0,15.0,531.0,-20.0,36961.2,10.0,0.0999999999985448
6,6,20180119174543.0,9.0,529.2,2.0,51.0,20.0,15.0,531.0,0.0,36961.2,10.0,0.0
7,7,20180119174553.0,26.0,523.2,85.0,51.0,20.0,15.0,524.0,74.0,36961.3,10.0,0.10000000000582077
8,8,20180119174603.0,0.0,529.1,3.0,51.0,20.0,15.0,531.0,0.0,36961.3,10.0,0.0
9,9,20180119174613.0,29.0,525.0,34.0,51.0,20.0,15.0,527.0,26.0,36961.4,10.0,0.0999999999985448
10,10,20180119174623.0,27.0,528.6,0.0,51.0,20.0,15.0,530.0,0.0,36961.5,10.0,0.0999999999985448
11,11,20180119174633.0,21.0,528.7,3.0,51.0,20.0,15.0,530.0,12.0,36961.5,10.0,0.0
12,12,20180119174643.0,27.0,525.4,69.0,51.0,20.0,15.0,526.0,70.0,36961.6,10.0,0.0999999999985448
13,13,20180119174653.0,19.0,529.6,3.0,51.0,20.0,15.0,531.0,0.0,36961.7,10.0,0.0999999999985448
14,14,20180119174703.0,14.0,529.4,3.0,51.0,20.0,15.0,531.0,0.0,36961.7,10.0,0.0
15,15,20180119174713.0,13.0,529.5,0.0,51.0,20.0,15.0,533.0,-36.0,36961.7,10.0,0.0
16,16,20180119174723.0,0.0,529.6,3.0,51.0,20.0,15.0,532.0,0.0,36961.8,10.0,0.10000000000582077
17,17,20180119174733.0,6.0,527.9,30.0,51.0,20.0,15.0,530.0,19.0,36961.8,10.0,0.0
18,18,20180119174743.0,17.0,526.9,20.0,50.0,20.0,15.0,530.0,0.0,36961.8,10.0,0.0
19,19,20180119174753.0,1.0,529.6,3.0,50.0,20.0,15.0,531.0,3.0,36961.8,10.0,0.0
20,20,20180119174803.0,5.0,529.4,5.0,50.0,20.0,15.0,531.0,15.0,36961.8,10.0,0.0
21,21,20180119174813.0,40.0,519.2,121.0,50.0,20.0,15.0,521.0,99.0,36961.9,10.0,0.0999999999985448
22,22,20180119174823.0,42.0,527.6,-11.0,50.0,20.0,15.0,530.0,-15.0,36962.0,10.0,0.0999999999985448
23,23,20180119174833.0,31.0,529.6,-5.0,50.0,20.0,15.0,531.0,-8.0,36962.1,10.0,0.0999999999985448
24,24,20180119174843.0,35.0,519.3,144.0,50.0,20.0,15.0,521.0,20.0,36962.2,10.0,0.0999999999985448
25,25,20180119174853.0,37.0,526.1,54.0,50.0,20.0,15.0,527.0,36.0,36962.3,10.0,0.10000000000582077
26,26,20180119174903.0,42.0,524.1,48.0,50.0,20.0,15.0,528.0,-2.0,36962.4,10.0,0.0999999999985448
27,27,20180119174913.0,44.0,524.2,61.0,50.0,20.0,15.0,526.0,46.0,36962.5,10.0,0.0999999999985448
28,28,20180119174923.0,38.0,528.8,-10.0,50.0,20.0,15.0,531.0,-15.0,36962.6,10.0,0.0999999999985448
29,29,20180119174933.0,27.0,522.2,116.0,50.0,20.0,15.0,523.0,106.0,36962.7,10.0,0.0999999999985448
30,30,20180119174943.0,19.0,527.0,41.0,50.0,20.0,15.0,529.0,30.0,36962.8,10.0,0.10000000000582077
31,31,20180119174953.0,19.0,524.4,89.0,50.0,20.0,15.0,526.0,66.0,36962.8,10.0,0.0
32,32,20180119175003.0,15.0,530.0,-26.0,50.0,20.0,15.0,532.0,-28.0,36962.9,10.0,0.0999999999985448
33,33,20180119175013.0,0.0,529.5,3.0,50.0,20.0,15.0,531.0,0.0,36962.9,10.0,0.0
34,34,20180119175023.0,15.0,528.8,3.0,50.0,20.0,15.0,531.0,0.0,36962.9,10.0,0.0
35,35,20180119175033.0,29.0,529.1,-45.0,50.0,20.0,15.0,532.0,-55.0,36963.0,10.0,0.0999999999985448
36,36,20180119175043.0,19.0,532.6,-69.0,50.0,20.0,15.0,535.0,-72.0,36963.0,10.0,0.0
37,37,20180119175053.0,0.0,529.2,2.0,50.0,20.0,15.0,531.0,0.0,36963.1,10.0,0.0999999999985448
38,38,20180119175103.0,0.0,529.1,2.0,50.0,20.0,15.0,531.0,2.0,36963.1,10.0,0.0
