,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180116164211.0,49.0,521.3,53.0,47.0,19.0,14.0,523.0,23.0,44554.0,170.0,0.0
1,1,20180000000000.0,49.5,521.675,45.75,47.0,19.0,14.0,523.5,14.75,44554.275,10.0,0.2750000000014552
2,2,20180000000000.0,50.0,522.05,38.5,47.0,19.0,14.0,524.0,6.5,44554.55,10.0,0.2750000000014552
3,3,20180000000000.0,50.5,522.425,31.25,47.0,19.0,14.0,524.5,-1.75,44554.825,10.0,0.27499999999417923
4,4,20180116164251.0,47.0,521.0,64.0,47.0,19.0,14.0,522.0,32.0,44554.5,40.0,-0.3249999999970896
5,5,20180000000000.0,47.5,521.625,56.0,47.0,19.0,14.0,522.5,28.5,44554.675,10.0,0.17500000000291038
6,6,20180000000000.0,48.0,522.25,48.0,47.0,19.0,14.0,523.0,25.0,44554.85,10.0,0.17499999999563445
7,7,20180000000000.0,48.5,522.875,40.0,47.0,19.0,14.0,523.5,21.5,44555.025,10.0,0.17499999999563445
8,8,20180116164331.0,51.0,522.8,24.0,47.0,19.0,14.0,525.0,-10.0,44555.1,40.0,0.07500000000436557
9,9,20180116164341.0,49.0,523.5,32.0,47.0,19.0,14.0,524.0,18.0,44555.2,10.0,0.0999999999985448
10,10,20180116164351.0,49.0,522.7,46.0,47.0,19.0,14.0,522.0,39.0,44555.4,10.0,0.2000000000043656
11,11,20180116164401.0,49.0,523.3,29.0,47.0,19.0,14.0,525.0,12.0,44555.5,10.0,0.0999999999985448
12,12,20180000000000.0,45.75,524.0749999999998,21.75,47.0,19.0,14.0,525.75,6.0,44555.6,10.0,0.0999999999985448
13,13,20180000000000.0,42.5,524.8499999999998,14.5,47.0,19.0,14.0,526.5,0.0,44555.7,10.0,0.0999999999985448
14,14,20180000000000.0,39.25,525.625,7.25,47.0,19.0,14.0,527.25,-6.0,44555.8,10.0,0.10000000000582077
15,15,20180116164441.0,35.0,521.2,57.0,47.0,19.0,14.0,522.0,40.0,44555.8,40.0,0.0
16,16,20180116164451.0,36.0,526.4,0.0,47.0,19.0,14.0,528.0,-12.0,44555.9,10.0,0.0999999999985448
17,17,20180116164501.0,38.0,521.3,55.0,46.0,19.0,14.0,522.0,38.0,44556.0,10.0,0.0999999999985448
18,18,20180116164511.0,42.0,520.5,66.0,46.0,19.0,14.0,521.0,48.0,44556.1,10.0,0.0999999999985448
19,19,20180116164521.0,49.0,520.0,69.0,46.0,19.0,14.0,520.0,47.0,44556.2,10.0,0.0999999999985448
20,20,20180116164531.0,47.0,520.4,63.0,46.0,19.0,14.0,523.0,23.0,44556.3,10.0,0.10000000000582077
21,21,20180116164541.0,46.0,519.2,67.0,46.0,19.0,14.0,520.0,48.0,44556.5,10.0,0.1999999999970896
22,22,20180116164551.0,46.0,524.6,-7.0,46.0,19.0,14.0,526.0,-17.0,44556.6,10.0,0.0999999999985448
23,23,20180000000000.0,44.2,523.48,8.600000000000001,46.0,19.0,14.0,524.6,-4.399999999999999,44556.78,10.0,0.18000000000029104
24,24,20180000000000.0,42.4,522.36,24.200000000000006,46.0,19.0,14.0,523.2,8.200000000000003,44556.96,10.0,0.18000000000029104
25,25,20180000000000.0,40.6,521.24,39.8,46.0,19.0,14.0,521.8000000000002,20.800000000000004,44557.14,10.0,0.18000000000029104
26,26,20180000000000.0,38.8,520.12,55.40000000000001,46.0,19.0,14.0,520.4000000000002,33.40000000000001,44557.32,10.0,0.18000000000029104
27,27,20180116164641.0,44.0,525.5,2.0,46.0,19.0,14.0,527.0,-16.0,44557.3,50.0,-0.019999999996798582
28,28,20180000000000.0,42.5,524.425,11.75,45.75,19.0,14.0,525.75,-7.0,44557.375,10.0,0.07499999999708963
29,29,20180000000000.0,41.0,523.35,21.5,45.5,19.0,14.0,524.5,2.0,44557.45,10.0,0.07499999999708963
30,30,20180000000000.0,39.5,522.2750000000002,31.25,45.25,19.0,14.0,523.25,11.0,44557.525,10.0,0.07500000000436557
31,31,20180116164721.0,37.0,519.0,71.0,46.0,19.0,14.0,519.0,46.0,44557.5,40.0,-0.02500000000145519
32,32,20180116164731.0,38.0,521.2,41.0,45.0,19.0,14.0,522.0,20.0,44557.6,10.0,0.0999999999985448
33,33,20180116164741.0,40.0,521.8,40.0,45.0,19.0,14.0,523.0,18.0,44557.7,10.0,0.0999999999985448
34,34,20180000000000.0,41.8,521.24,47.2,45.0,19.0,14.0,522.0,24.6,44557.88,10.0,0.18000000000029104
35,35,20180000000000.0,43.6,520.68,54.40000000000001,45.0,19.0,14.0,521.0,31.200000000000006,44558.06,10.0,0.18000000000029104
