,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180120143733.0,28.0,527.3,123.0,78.0,21.0,15.0,526.0,133.0,36055.2,110.0,0.0
1,1,20180120143743.0,46.0,527.2,80.0,78.0,21.0,15.0,527.0,74.0,36055.4,10.0,0.2000000000043656
2,2,20180120143753.0,47.0,530.9,23.0,78.0,21.0,15.0,530.0,38.0,36055.5,10.0,0.0999999999985448
3,3,20180000000000.0,48.0,531.0,30.5,78.0,21.0,15.0,530.5,45.0,36055.7,10.0,0.1999999999970896
4,4,20180120143813.0,50.0,529.5,50.0,78.0,21.0,15.0,529.0,61.0,36055.8,20.0,0.10000000000582077
5,5,20180120143823.0,49.0,531.1,38.0,78.0,21.0,15.0,531.0,52.0,36055.9,10.0,0.0999999999985448
6,6,20180000000000.0,49.0,531.25,31.5,78.0,21.0,15.0,531.0,47.0,36056.10000000001,10.0,0.2000000000043656
7,7,20180120143843.0,47.0,531.2,36.0,78.0,21.0,15.0,531.0,49.0,36056.2,20.0,0.09999999999126884
8,8,20180120143853.0,49.0,531.4,25.0,78.0,21.0,15.0,531.0,42.0,36056.3,10.0,0.10000000000582077
9,9,20180120143903.0,47.0,531.9,31.0,78.0,21.0,15.0,531.0,45.0,36056.4,10.0,0.0999999999985448
10,10,20180120143913.0,47.0,532.5,23.0,77.0,21.0,15.0,532.0,25.0,36056.5,10.0,0.0999999999985448
11,11,20180000000000.0,29.5,535.75,-13.5,77.0,21.0,15.0,535.0,-4.5,36056.65,10.0,0.1500000000014552
12,12,20180120143933.0,32.0,535.3,-8.0,77.0,21.0,15.0,535.0,-7.0,36056.8,20.0,0.1500000000014552
13,13,20180120143943.0,12.0,539.0,-50.0,77.0,21.0,15.0,538.0,-34.0,36056.8,10.0,0.0
14,14,20180000000000.0,6.0,537.4,-25.0,77.0,21.0,15.0,537.0,-17.0,36056.8,10.0,0.0
15,15,20180120144003.0,0.0,535.5,15.0,77.0,21.0,15.0,535.0,0.0,36056.8,20.0,0.0
16,16,20180120144013.0,0.0,535.8,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
17,17,20180000000000.0,0.0,536.0,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
18,18,20180120144033.0,0.0,536.1,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,20.0,0.0
19,19,20180120144043.0,0.0,536.2,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
20,20,20180120144053.0,0.0,536.3,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
21,21,20180120144103.0,0.0,536.4,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
22,22,20180120144113.0,0.0,536.5,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
23,23,20180120144123.0,0.0,536.5,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
24,24,20180120144133.0,0.0,536.6,0.0,77.0,21.0,15.0,536.0,0.0,36056.8,10.0,0.0
25,25,20180120144143.0,0.0,536.7,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
26,26,20180000000000.0,0.0,536.85,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
27,27,20180120144203.0,0.0,536.8,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,20.0,0.0
28,28,20180000000000.0,0.0,536.8399999999998,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
29,29,20180000000000.0,0.0,536.88,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
30,30,20180000000000.0,0.0,536.92,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
31,31,20180000000000.0,0.0,536.96,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
32,32,20180120144253.0,0.0,537.0,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,50.0,0.0
33,33,20180120144303.0,0.0,537.0,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
34,34,20180120144313.0,0.0,537.0,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
35,35,20180000000000.0,0.0,537.05,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
36,36,20180120144333.0,0.0,537.1,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,20.0,0.0
37,37,20180120144343.0,0.0,537.1,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
38,38,20180120144353.0,0.0,537.2,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
39,39,20180000000000.0,0.0,537.2,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
40,40,20180120144413.0,0.0,537.2,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,20.0,0.0
41,41,20180120144423.0,0.0,537.2,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
42,42,20180000000000.0,0.0,537.25,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
43,43,20180120144443.0,0.0,537.3,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,20.0,0.0
44,44,20180120144453.0,0.0,537.3,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
45,45,20180120144503.0,0.0,537.3,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
46,46,20180120144513.0,0.0,537.3,0.0,77.0,21.0,15.0,537.0,0.0,36056.8,10.0,0.0
