,Unnamed: 0,time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,secdiff,milediff
0,0,20180127153852.0,46.0,527.6,13.0,62.0,22.0,15.0,527.0,28.0,45767.3,310.0,0.0
1,1,20180127153902.0,45.0,528.2,-3.0,62.0,22.0,15.0,531.0,-13.0,45767.4,10.0,0.0999999999985448
2,2,20180127153912.0,41.0,534.4,-96.0,62.0,22.0,15.0,538.0,-1.0,45767.6,10.0,0.1999999999970896
3,3,20180000000000.0,43.0,530.6999999999998,-39.0,62.0,22.0,15.0,533.0,25.33333333333333,45767.7,10.0,0.0999999999985448
4,4,20180000000000.0,45.0,527.0,18.0,62.0,22.0,15.0,528.0,51.66666666666666,45767.8,10.0,0.10000000000582077
5,5,20180127153942.0,46.0,519.9,101.0,62.0,22.0,15.0,521.0,87.0,45767.7,30.0,-0.10000000000582077
6,6,20180127153952.0,47.0,523.3,75.0,62.0,22.0,15.0,523.0,78.0,45767.9,10.0,0.2000000000043656
7,7,20180127154002.0,47.0,519.7,118.0,62.0,22.0,15.0,520.0,1.0,45768.0,10.0,0.0999999999985448
8,8,20180127154012.0,50.0,523.5,44.0,62.0,22.0,15.0,525.0,34.0,45768.1,10.0,0.0999999999985448
9,9,20180127154022.0,50.0,529.0,-16.0,62.0,22.0,15.0,531.0,-19.0,45768.3,10.0,0.2000000000043656
10,10,20180127154032.0,50.0,527.6,30.0,62.0,22.0,15.0,527.0,36.0,45768.4,10.0,0.0999999999985448
11,11,20180127154042.0,50.0,526.3,51.0,62.0,22.0,15.0,526.0,51.0,45768.5,10.0,0.0999999999985448
12,12,20180127154052.0,35.0,539.9,-124.0,62.0,22.0,15.0,542.0,-26.0,45768.7,10.0,0.1999999999970896
13,13,20180127154102.0,42.0,513.5,216.0,62.0,22.0,15.0,523.0,34.0,45768.7,10.0,0.0
14,14,20180127154112.0,21.0,532.7,1.0,62.0,22.0,15.0,533.0,0.0,45768.8,10.0,0.10000000000582077
15,15,20180127154122.0,49.0,521.7,61.0,62.0,22.0,15.0,524.0,42.0,45768.9,10.0,0.0999999999985448
16,16,20180127154132.0,49.0,521.0,101.0,62.0,22.0,15.0,522.0,86.0,45769.1,10.0,0.1999999999970896
17,17,20180127154142.0,50.0,523.8,54.0,62.0,22.0,15.0,525.0,46.0,45769.2,10.0,0.0999999999985448
18,18,20180127154152.0,51.0,522.1,75.0,62.0,22.0,15.0,523.0,59.0,45769.4,10.0,0.2000000000043656
19,19,20180127154202.0,53.0,525.4,0.0,61.0,22.0,15.0,527.0,-14.0,45769.5,10.0,0.0999999999985448
20,20,20180127154202.0,53.0,525.4,0.0,61.0,22.0,15.0,527.0,-14.0,45769.5,0.0,0.0
21,21,20180127154212.0,44.0,529.6,-12.0,61.0,22.0,15.0,531.0,-15.0,45769.6,10.0,0.0999999999985448
22,22,20180127154222.0,24.0,524.5,103.0,61.0,22.0,15.0,523.0,4.0,45769.7,10.0,0.0999999999985448
23,23,20180127154232.0,46.0,523.4,64.0,61.0,22.0,15.0,524.0,50.0,45769.8,10.0,0.10000000000582077
24,24,20180127154242.0,49.0,529.4,-9.0,61.0,22.0,15.0,529.0,22.0,45770.0,10.0,0.1999999999970896
25,25,20180127154252.0,44.0,530.7,-13.0,61.0,22.0,15.0,533.0,-16.0,45770.1,10.0,0.0999999999985448
26,26,20180127154302.0,5.0,532.9,-7.0,61.0,22.0,15.0,535.0,-11.0,45770.2,10.0,0.0999999999985448
27,27,20180127154312.0,0.0,531.1,2.0,61.0,22.0,15.0,533.0,0.0,45770.2,10.0,0.0
28,28,20180127154322.0,0.0,531.0,2.0,61.0,22.0,15.0,533.0,0.0,45770.2,10.0,0.0
29,29,20180127154332.0,4.0,529.7,23.0,61.0,22.0,15.0,531.0,18.0,45770.2,10.0,0.0
30,30,20180127154342.0,33.0,517.7,163.0,61.0,22.0,15.0,518.0,41.0,45770.2,10.0,0.0
31,31,20180127154352.0,49.0,521.3,72.0,61.0,22.0,15.0,523.0,56.0,45770.3,10.0,0.10000000000582077
32,32,20180127154402.0,15.0,534.9,-56.0,60.0,22.0,15.0,536.0,-54.0,45770.4,10.0,0.0999999999985448
33,33,20180127154412.0,0.0,530.4,2.0,60.0,22.0,15.0,532.0,0.0,45770.4,10.0,0.0
34,34,20180127154422.0,0.0,530.5,2.0,60.0,22.0,15.0,532.0,0.0,45770.4,10.0,0.0
35,35,20180127154432.0,0.0,530.7,2.0,60.0,22.0,15.0,533.0,0.0,45770.4,10.0,0.0
36,36,20180127154442.0,0.0,530.8,2.0,60.0,22.0,15.0,533.0,0.0,45770.4,10.0,0.0
37,37,20180127154452.0,0.0,530.9,2.0,60.0,22.0,15.0,533.0,0.0,45770.4,10.0,0.0
