,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,total_P,motor_P,tempMAXMINdiff,SOCgap,speed,mileage,milediff,speeddiff,milegap
0,3.799385442390096,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.9289369546344328,-0.32333441302787397,-0.37060981631805584,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,4.0,44864.8,0.0,,0.0
1,3.5890894200786025,-0.08718281389926752,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.848476937487666,-0.19789599646138706,-0.06950758706931325,-0.18794370847635988,-1.2890440270032493,-1.6167856582914277,3.0,44864.8,0.0,-1.0,0.0
2,3.431367403344992,-0.2309077176507856,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.7680169203408989,-0.32333441302787397,-0.22036243628942975,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,-3.0,0.0
3,3.3787933977671285,-0.3130362340802245,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.687556903194132,-0.32333441302787397,-0.30631153881876405,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
4,3.238596049559459,-0.2719719758655051,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.687556903194132,-0.32333441302787397,-0.263570629550824,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
5,3.133448038403712,-0.1487792012213467,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.13525444494831299,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
6,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
7,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
8,3.1684973754556345,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
9,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
10,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
11,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
12,3.1509727069296734,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
13,3.133448038403712,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
14,3.133448038403712,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
15,3.133448038403712,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
16,3.115923369877771,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
17,3.115923369877771,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
18,3.09839870135181,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
19,3.080874032825849,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
20,3.080874032825849,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
21,3.080874032825849,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
22,3.0633493642998877,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
23,3.0458246957739266,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
24,3.0458246957739266,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
25,3.028300027247985,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.607096886047365,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
26,3.028300027247985,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.526636868900598,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
27,3.010775358722024,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.526636868900598,-0.32333441302787397,-0.3707850478156012,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
28,2.8355286734624525,-0.354100492294944,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.4461768517538311,-0.32333441302787397,-0.34948079174737046,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,9.0,44864.8,0.0,9.0,0.0
29,2.8355286734624525,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.4461768517538311,-0.32333441302787397,-0.370823988148389,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,-9.0,0.0
30,2.782954667884569,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.4461768517538311,-0.32333441302787397,-0.3708356702482254,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
31,2.7654299993586275,-0.33356836318758426,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.4461768517538311,-0.32333441302787397,-0.32818432374569734,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
32,2.677806656728842,-0.354100492294944,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.4461768517538311,-0.32333441302787397,-0.3495508843463886,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,3.0,44864.8,0.0,3.0,0.0
33,2.6077079826249974,-0.33356836318758426,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.365716834607064,-0.32333441302787397,-0.32828946264422454,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,3.0,44864.8,0.0,0.0,0.0
34,2.5901833140990562,-0.354100492294944,1.6912000916374457,-0.5301503293971134,-0.09088287382495708,1.365716834607064,-0.32333441302787397,-0.3495898246791765,-0.3200012472157545,-1.2890440270032493,-1.6167856582914277,1.0,44864.8,0.0,-2.0,0.0
35,2.537609308521173,-0.33356836318758426,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.365716834607064,-0.32333441302787397,-0.32833619104357,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,1.0,44864.8,0.0,0.0,0.0
36,2.485035302943309,-0.354100492294944,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.2852568174602972,-0.32333441302787397,-0.3496365530785218,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,4.0,44864.8,0.0,3.0,0.0
37,2.467510634417348,-0.354100492294944,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.2852568174602972,-0.32333441302787397,-0.3496443411450794,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,1.0,44864.8,0.0,-3.0,0.0
38,2.4499859658913867,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.2852568174602972,-0.32333441302787397,-0.3709096568805223,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,0.0,44864.8,0.0,-1.0,0.0
39,2.4324612973654256,-0.3746326214023037,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,1.2852568174602972,-0.32333441302787397,-0.3709135509138011,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
40,2.4324612973654256,-0.39516475050966343,1.6912000916374457,-0.5301503293971134,-0.22612003452847657,0.5611166631393945,-0.32333441302787397,-0.3921671845494076,-0.3200012472157545,-0.8272890280324207,-1.6167856582914277,0.0,44864.8,0.0,0.0,0.0
