,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20180801062336,553.2,1.0,100,41.0,39.0,556.0,0.0,64608.4
1,20180801062346,553.0,1.0,100,41.0,39.0,556.0,0.0,
2,20180801062356,552.8,2.0,100,41.0,39.0,556.0,0.0,
3,20180801062406,552.4,5.0,100,41.0,39.0,555.0,0.0,
4,20180801062416,551.6,7.0,100,41.0,39.0,554.0,0.0,
5,20180801062426,551.0,8.0,100,41.0,39.0,554.0,0.0,
6,20180801062436,550.4,8.0,100,41.0,39.0,553.0,0.0,
7,20180801062446,549.8,8.0,100,41.0,39.0,552.0,0.0,
8,20180801062456,549.3,8.0,100,41.0,39.0,552.0,0.0,
9,20180801062506,548.7,8.0,100,41.0,39.0,551.0,0.0,
10,20180801062516,548.2,8.0,100,41.0,39.0,551.0,0.0,
11,20180801062526,547.6,9.0,100,41.0,39.0,550.0,0.0,
12,20180801062536,547.1,10.0,100,41.0,39.0,549.0,0.0,
13,20180801062546,546.5,10.0,100,41.0,39.0,549.0,0.0,
14,20180801062556,546.0,11.0,100,41.0,39.0,548.0,0.0,
15,20180801062606,545.4,11.0,100,41.0,39.0,548.0,0.0,
16,20180801062616,544.9,12.0,100,41.0,39.0,547.0,0.0,
17,20180801062626,544.3,12.0,100,41.0,39.0,547.0,0.0,
18,20180801062636,543.8,13.0,100,41.0,39.0,546.0,0.0,
19,20180801062646,543.3,14.0,100,41.0,39.0,546.0,0.0,
20,20180801062656,542.8,14.0,100,41.0,39.0,545.0,0.0,
21,20180801062706,542.3,13.0,99,41.0,39.0,545.0,0.0,
22,20180801062716,542.0,13.0,99,41.0,39.0,544.0,0.0,
23,20180801062726,541.6,13.0,99,41.0,39.0,544.0,0.0,
24,20180801062736,541.3,13.0,99,41.0,39.0,544.0,0.0,
25,20180801062746,541.0,13.0,99,41.0,39.0,543.0,0.0,
26,20180801062756,540.7,13.0,99,41.0,39.0,543.0,0.0,
27,20180801062806,540.4,13.0,99,41.0,39.0,543.0,0.0,
28,20180801062816,540.2,13.0,99,41.0,39.0,543.0,0.0,
29,20180801062826,540.0,13.0,99,41.0,39.0,542.0,0.0,
30,20180801062836,539.7,14.0,99,41.0,39.0,542.0,0.0,
31,20180801062846,539.3,15.0,99,41.0,39.0,541.0,4.0,
32,20180801062856,539.3,11.0,99,41.0,39.0,542.0,0.0,
33,20180801062906,537.1,69.0,99,41.0,39.0,539.0,55.0,
34,20180801062916,537.0,26.0,99,41.0,39.0,539.0,12.0,
35,20180801062926,536.3,51.0,99,41.0,39.0,538.0,38.0,
36,20180801062936,537.6,8.0,99,41.0,39.0,540.0,0.0,
37,20180801062946,532.9,143.0,99,41.0,39.0,534.0,19.0,
38,20180801062956,535.3,52.0,99,41.0,39.0,537.0,42.0,
39,20180801063006,537.4,0.0,99,41.0,39.0,540.0,0.0,
40,20180801063016,537.8,2.0,99,41.0,39.0,540.0,0.0,
41,20180801063026,538.1,2.0,99,41.0,39.0,540.0,0.0,
42,20180801063036,538.3,2.0,99,41.0,39.0,541.0,0.0,
43,20180801063046,536.4,23.0,99,41.0,39.0,538.0,16.0,
44,20180801063056,534.7,71.0,98,41.0,39.0,536.0,60.0,
45,20180801063106,536.1,31.0,98,41.0,39.0,538.0,23.0,
46,20180801063116,537.5,0.0,98,41.0,39.0,540.0,0.0,
47,20180801063126,534.0,90.0,98,41.0,39.0,536.0,71.0,
48,20180801063136,536.5,1.0,98,41.0,39.0,538.0,22.0,
49,20180801063146,535.9,12.0,98,41.0,39.0,539.0,0.0,
50,20180801063156,535.5,50.0,98,41.0,39.0,537.0,38.0,
51,20180801063206,537.1,-3.0,98,41.0,39.0,539.0,0.0,
52,20180801063216,537.5,6.0,98,41.0,39.0,540.0,0.0,
53,20180801063226,537.7,0.0,98,41.0,39.0,540.0,0.0,
54,20180801063236,537.8,8.0,98,41.0,39.0,540.0,0.0,
55,20180801063246,537.9,11.0,98,41.0,39.0,540.0,0.0,
56,20180801063256,538.0,2.0,98,41.0,39.0,540.0,0.0,
57,20180801063306,536.7,-4.0,98,41.0,39.0,538.0,10.0,
58,20180801063316,536.2,48.0,97,41.0,39.0,538.0,31.0,
59,20180801063326,535.2,59.0,97,41.0,39.0,537.0,41.0,
60,20180801063336,537.9,-11.0,97,41.0,39.0,540.0,-17.0,
61,20180801063346,535.3,50.0,97,41.0,39.0,537.0,29.0,
62,20180801063356,536.3,37.0,97,41.0,39.0,538.0,23.0,
63,20180801063406,536.3,38.0,97,41.0,39.0,537.0,52.0,
64,20180801063416,536.5,30.0,97,41.0,39.0,538.0,31.0,
65,20180801063426,536.7,23.0,97,41.0,39.0,538.0,18.0,
66,20180801063436,536.8,27.0,97,41.0,39.0,539.0,21.0,
67,20180801063446,537.1,20.0,97,41.0,39.0,539.0,9.0,
68,20180801063456,536.4,39.0,97,41.0,39.0,538.0,23.0,
69,20180801063506,537.9,-9.0,97,41.0,39.0,540.0,-14.0,
70,20180801063516,538.1,10.0,97,41.0,39.0,539.0,16.0,
71,20180801063526,539.3,-1.0,97,41.0,39.0,541.0,0.0,
72,20180801063536,534.1,168.0,97,41.0,39.0,534.0,59.0,
73,20180801063546,537.6,-12.0,97,41.0,39.0,540.0,-16.0,
74,20180801063556,541.9,-125.0,97,41.0,39.0,545.0,-26.0,
75,20180801063606,538.9,2.0,97,41.0,39.0,541.0,0.0,
76,20180801063616,538.0,28.0,97,41.0,39.0,539.0,28.0,
77,20180801063626,539.5,-27.0,97,41.0,39.0,542.0,-33.0,
78,20180801063636,538.0,31.0,97,41.0,39.0,540.0,17.0,
79,20180801063646,535.8,0.0,96,41.0,39.0,538.0,-17.0,
80,20180801063656,537.1,-7.0,96,41.0,39.0,539.0,-17.0,
81,20180801063706,536.2,33.0,96,41.0,39.0,538.0,21.0,
82,20180801063716,535.7,60.0,96,41.0,39.0,538.0,26.0,
83,20180801063726,535.6,62.0,96,41.0,39.0,537.0,42.0,
84,20180801063736,537.3,-2.0,96,41.0,39.0,539.0,-15.0,
85,20180801063746,537.5,-7.0,96,41.0,39.0,539.0,-16.0,
86,20180801063756,538.7,14.0,96,41.0,39.0,537.0,98.0,
87,20180801063806,533.3,109.0,96,41.0,39.0,534.0,88.0,
88,20180801063816,534.1,86.0,96,41.0,39.0,535.0,65.0,
89,20180801063826,534.3,75.0,96,41.0,39.0,536.0,15.0,
90,20180801063836,539.3,-7.0,96,41.0,39.0,541.0,-15.0,
91,20180801063846,541.3,-57.0,96,41.0,39.0,544.0,-71.0,
92,20180801063856,538.8,9.0,96,41.0,39.0,541.0,0.0,
93,20180801063906,531.6,184.0,96,41.0,39.0,533.0,44.0,
94,20180801063916,534.9,60.0,96,41.0,39.0,538.0,6.0,
95,20180801063926,536.5,22.0,96,41.0,39.0,538.0,12.0,
96,20180801063936,541.1,-106.0,96,41.0,39.0,544.0,-9.0,
97,20180801063946,535.1,87.0,96,41.0,39.0,535.0,84.0,
98,20180801063956,536.1,35.0,95,41.0,39.0,538.0,20.0,
99,20180801064006,536.8,7.0,95,41.0,39.0,539.0,-13.0,
100,20180801064016,535.9,43.0,95,41.0,39.0,537.0,26.0,
101,20180801064026,535.5,52.0,95,41.0,39.0,537.0,32.0,
102,20180801064036,537.5,1.0,95,41.0,39.0,539.0,-11.0,
103,20180801064046,535.6,52.0,95,41.0,39.0,537.0,32.0,
104,20180801064056,537.5,-2.0,95,41.0,39.0,539.0,-16.0,
105,20180801064106,536.3,40.0,95,41.0,39.0,538.0,21.0,
106,20180801064116,536.1,44.0,94,41.0,39.0,537.0,24.0,
107,20180801064126,536.7,33.0,94,41.0,39.0,538.0,16.0,
108,20180801064136,537.9,0.0,94,41.0,39.0,540.0,-15.0,
109,20180801064146,538.3,14.0,94,41.0,39.0,540.0,0.0,
110,20180801064156,535.2,108.0,94,41.0,39.0,536.0,84.0,
111,20180801064206,533.9,89.0,94,41.0,39.0,535.0,63.0,
112,20180801064216,537.3,0.0,94,41.0,39.0,539.0,-15.0,
113,20180801064226,538.9,-34.0,94,41.0,39.0,543.0,-85.0,
114,20180801064236,537.7,26.0,94,41.0,39.0,539.0,18.0,
115,20180801064246,537.3,12.0,94,41.0,39.0,539.0,0.0,
116,20180801064256,538.0,13.0,94,41.0,39.0,539.0,0.0,
117,20180801064306,537.7,18.0,94,41.0,39.0,539.0,4.0,
118,20180801064316,537.9,11.0,94,41.0,39.0,540.0,0.0,
119,20180801064326,537.2,33.0,94,41.0,39.0,538.0,19.0,
120,20180801064336,536.1,47.0,94,41.0,39.0,537.0,34.0,
121,20180801064346,537.3,1.0,94,41.0,39.0,539.0,-11.0,
122,20180801064356,536.8,46.0,94,41.0,39.0,538.0,39.0,
123,20180801064406,538.1,-1.0,94,41.0,39.0,542.0,-65.0,
124,20180801064416,533.7,107.0,94,41.0,39.0,535.0,83.0,
125,20180801064426,536.0,33.0,94,41.0,39.0,537.0,25.0,
126,20180801064436,535.6,66.0,94,41.0,39.0,537.0,56.0,
127,20180801064446,537.1,18.0,94,41.0,39.0,538.0,15.0,
128,20180801064456,537.4,6.0,94,41.0,39.0,539.0,-3.0,
129,20180801064506,538.5,-12.0,94,41.0,39.0,540.0,-14.0,
130,20180801064516,542.0,-98.0,94,41.0,39.0,541.0,-10.0,
131,20180801064526,536.8,41.0,94,41.0,39.0,538.0,26.0,
132,20180801064536,538.8,-2.0,94,41.0,39.0,540.0,0.0,
133,20180801064546,536.3,81.0,94,41.0,39.0,537.0,74.0,
134,20180801064556,535.7,76.0,94,41.0,39.0,537.0,52.0,
