,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20181106063521,548.6,16.0,100,25.0,19.0,547.0,27.0,63214.0
1,20181106063531,548.5,1.0,100,25.0,19.0,549.0,0.0,
2,20181106063541,548.3,2.0,100,25.0,19.0,548.0,0.0,
3,20181106063551,548.3,1.0,100,25.0,19.0,548.0,0.0,
4,20181106063601,548.2,1.0,100,25.0,19.0,548.0,0.0,
5,20181106063611,548.1,1.0,100,25.0,19.0,548.0,0.0,
6,20181106063621,548.0,1.0,100,25.0,19.0,548.0,0.0,
7,20181106063631,547.9,1.0,100,25.0,19.0,548.0,0.0,
8,20181106063641,547.8,1.0,100,25.0,19.0,548.0,0.0,
9,20181106063651,547.7,1.0,100,25.0,19.0,548.0,0.0,
10,20181106063701,547.6,1.0,100,25.0,19.0,547.0,0.0,
11,20181106063711,547.5,1.0,100,25.0,19.0,547.0,0.0,
12,20181106063721,547.3,1.0,100,25.0,19.0,547.0,0.0,
13,20181106063731,547.2,1.0,100,25.0,19.0,547.0,0.0,
14,20181106063741,547.1,1.0,100,25.0,19.0,547.0,0.0,
15,20181106063751,547.0,1.0,100,25.0,19.0,547.0,0.0,
16,20181106063801,546.7,6.0,100,25.0,19.0,547.0,3.0,
17,20181106063811,544.9,23.0,100,25.0,19.0,545.0,7.0,
18,20181106063821,544.4,13.0,100,25.0,19.0,544.0,0.0,
19,20181106063831,537.1,76.0,100,25.0,19.0,537.0,67.0,
20,20181106063841,528.3,223.0,99,25.0,19.0,529.0,190.0,
21,20181106063851,532.3,88.0,99,25.0,19.0,536.0,10.0,
22,20181106063901,536.5,12.0,99,25.0,19.0,536.0,0.0,
23,20181106063911,536.6,13.0,99,25.0,19.0,536.0,0.0,
24,20181106063921,536.5,14.0,99,25.0,19.0,536.0,0.0,
25,20181106063931,536.5,14.0,99,25.0,19.0,536.0,0.0,
26,20181106063941,526.0,208.0,99,25.0,19.0,525.0,200.0,
27,20181106063951,532.4,58.0,99,25.0,19.0,531.0,62.0,
28,20181106064001,534.0,13.0,99,25.0,19.0,534.0,0.0,
29,20181106064011,534.1,24.0,99,25.0,19.0,534.0,0.0,
30,20181106064021,527.5,121.0,99,25.0,19.0,527.0,113.0,
31,20181106064031,533.2,23.0,99,25.0,19.0,533.0,0.0,
32,20181106064041,528.4,117.0,98,25.0,19.0,527.0,129.0,
33,20181106064051,531.3,47.0,98,25.0,19.0,531.0,39.0,
