,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20180205094726.0,526.0,77.0,88.0,16.0,11.0,524.0,105.0,46943.7
1,20180205094736.0,529.1,45.0,88.0,16.0,11.0,527.0,63.0,
2,20180205094746.0,522.9,140.0,88.0,16.0,11.0,520.0,185.0,
3,20180205094756.0,527.4,80.0,88.0,16.0,11.0,525.0,92.0,
4,20180205094806.0,524.9,101.0,88.0,16.0,11.0,523.0,116.0,
5,20180205094816.0,532.7,-4.0,88.0,17.0,11.0,531.0,10.0,
6,20180205094826.0,528.8,80.0,88.0,17.0,11.0,526.0,78.0,
7,20180205094836.0,530.3,60.0,88.0,17.0,11.0,528.0,46.0,
8,20180205094846.0,532.8,-6.0,88.0,17.0,11.0,532.0,-10.0,
9,20180205094856.0,525.1,144.0,88.0,17.0,11.0,522.0,150.0,
10,20180205094906.0,527.8,75.0,88.0,17.0,11.0,525.0,80.0,
11,20180205094916.0,527.2,78.0,88.0,17.0,11.0,525.0,90.0,
12,20180205094926.0,526.5,91.0,87.0,17.0,12.0,524.0,104.0,
13,20180205094936.0,526.2,91.0,87.0,17.0,12.0,523.0,106.0,
14,20180205094946.0,527.1,77.0,87.0,17.0,12.0,524.0,98.0,
15,20180205094956.0,530.4,14.0,87.0,17.0,12.0,530.0,15.0,
16,20180205095006.0,539.6,-58.0,87.0,17.0,12.0,534.0,-4.0,
17,20180205095016.0,525.3,130.0,87.0,17.0,12.0,522.0,142.0,
18,20180205095026.0,525.8,100.0,86.0,17.0,12.0,523.0,103.0,
19,20180205095036.0,530.0,42.0,86.0,17.0,12.0,527.0,50.0,
20,20180205095046.0,529.7,49.0,86.0,17.0,12.0,527.0,54.0,
21,20180205095056.0,537.6,-98.0,86.0,17.0,12.0,532.0,-11.0,
22,20180205095106.0,535.4,13.0,86.0,17.0,12.0,533.0,0.0,
23,20180205095116.0,534.9,11.0,86.0,18.0,12.0,532.0,0.0,
24,20180205095126.0,530.7,73.0,86.0,18.0,12.0,527.0,71.0,
25,20180205095136.0,524.1,143.0,86.0,18.0,12.0,521.0,162.0,
26,20180205095146.0,525.7,101.0,86.0,18.0,12.0,523.0,114.0,
27,20180205095156.0,528.0,53.0,86.0,18.0,12.0,529.0,25.0,
28,20180205095206.0,533.0,-12.0,86.0,18.0,12.0,533.0,-14.0,
29,20180205095216.0,524.5,137.0,86.0,18.0,12.0,524.0,109.0,
30,20180205095226.0,528.8,57.0,86.0,18.0,13.0,526.0,78.0,
31,20180205095236.0,525.6,99.0,86.0,18.0,13.0,524.0,97.0,
32,20180205095246.0,532.5,-4.0,86.0,18.0,13.0,531.0,15.0,
33,20180205095256.0,529.2,77.0,85.0,18.0,13.0,526.0,81.0,
34,20180205095306.0,530.6,19.0,85.0,18.0,13.0,531.0,8.0,
35,20180205095316.0,536.4,7.0,85.0,18.0,13.0,533.0,21.0,
36,20180205095326.0,533.7,-22.0,85.0,18.0,13.0,538.0,-129.0,
37,20180205095336.0,527.6,76.0,85.0,18.0,13.0,530.0,-2.0,
38,20180205095346.0,532.8,-5.0,85.0,19.0,13.0,531.0,1.0,
