,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20180203081146,529.5,68.0,84,24.0,16.0,533.0,40.0,45090.7
1,20180203081156,531.9,39.0,84,24.0,16.0,535.0,28.0,
2,20180203081206,531.8,38.0,84,24.0,16.0,537.0,-6.0,
3,20180203081216,532.2,39.0,84,24.0,16.0,536.0,29.0,
4,20180203081226,532.1,41.0,83,24.0,16.0,535.0,30.0,
5,20180203081236,533.0,34.0,83,24.0,16.0,536.0,32.0,
6,20180203081246,531.6,47.0,83,24.0,16.0,535.0,36.0,
7,20180203081256,530.1,58.0,83,24.0,16.0,534.0,25.0,
8,20180203081306,533.6,18.0,83,24.0,16.0,537.0,13.0,
9,20180203081316,539.8,-28.0,83,24.0,16.0,541.0,-18.0,
10,20180203081326,525.6,181.0,83,24.0,16.0,527.0,53.0,
11,20180203081336,528.8,75.0,82,24.0,16.0,531.0,69.0,
12,20180203081346,527.8,87.0,82,24.0,16.0,531.0,54.0,
13,20180203081356,530.8,49.0,82,24.0,16.0,534.0,35.0,
14,20180203081406,530.6,50.0,82,24.0,16.0,534.0,37.0,
15,20180203081416,529.9,65.0,82,24.0,16.0,533.0,47.0,
16,20180203081426,529.5,63.0,82,24.0,16.0,533.0,47.0,
17,20180203081436,529.4,63.0,82,24.0,16.0,533.0,47.0,
18,20180203081446,530.2,49.0,82,24.0,16.0,534.0,36.0,
19,20180203081456,530.2,54.0,82,24.0,16.0,533.0,39.0,
20,20180203081506,527.3,96.0,82,24.0,16.0,531.0,65.0,
21,20180203081516,529.9,54.0,82,24.0,16.0,533.0,41.0,
22,20180203081526,529.5,59.0,82,24.0,16.0,533.0,43.0,
23,20180203081536,528.9,68.0,82,24.0,16.0,532.0,51.0,
24,20180203081546,529.2,62.0,82,24.0,16.0,532.0,47.0,
25,20180203081556,528.5,70.0,82,24.0,16.0,532.0,53.0,
26,20180203081606,528.3,71.0,81,24.0,16.0,532.0,52.0,
27,20180203081616,528.5,66.0,81,24.0,16.0,532.0,51.0,
28,20180203081626,527.9,81.0,81,24.0,16.0,531.0,66.0,
