,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20180523123736,541.7,0.0,100,23.0,21.0,542.0,0.0,53787.0
1,20180523123746,541.7,0.0,100,23.0,21.0,542.0,0.0,
2,20180523123756,541.8,0.0,100,23.0,21.0,542.0,0.0,
3,20180523123806,541.7,0.0,100,23.0,21.0,542.0,0.0,
4,20180523123816,541.8,0.0,100,23.0,21.0,542.0,0.0,
5,20180523123826,541.7,0.0,100,23.0,21.0,542.0,0.0,
6,20180523123836,541.7,0.0,100,23.0,21.0,542.0,0.0,
7,20180523123846,541.7,0.0,100,23.0,21.0,542.0,0.0,
8,20180523123856,541.7,0.0,100,23.0,21.0,542.0,0.0,
9,20180523123906,541.7,0.0,100,23.0,21.0,542.0,0.0,
10,20180523123916,541.7,0.0,100,23.0,21.0,542.0,0.0,
11,20180523123926,541.7,0.0,100,23.0,21.0,542.0,0.0,
12,20180523123936,541.6,0.0,100,23.0,21.0,542.0,0.0,
13,20180523123946,541.6,0.0,100,23.0,21.0,542.0,0.0,
14,20180523123956,541.6,0.0,100,23.0,21.0,542.0,0.0,
15,20180523124006,541.6,0.0,100,23.0,21.0,542.0,0.0,
16,20180523124016,541.6,0.0,100,23.0,21.0,542.0,0.0,
17,20180523124026,541.6,0.0,100,23.0,21.0,542.0,0.0,
18,20180523124036,541.5,0.0,100,23.0,21.0,542.0,0.0,
19,20180523124046,541.5,0.0,100,23.0,21.0,542.0,0.0,
20,20180523124056,541.5,0.0,100,23.0,21.0,542.0,0.0,
21,20180523124106,541.5,0.0,100,23.0,21.0,542.0,0.0,
22,20180523124116,541.5,0.0,100,23.0,21.0,542.0,0.0,
23,20180523124126,541.5,0.0,100,23.0,21.0,542.0,0.0,
24,20180523124136,541.4,0.0,100,23.0,21.0,542.0,0.0,
25,20180523124146,541.4,0.0,100,23.0,21.0,542.0,0.0,
26,20180523124156,541.4,0.0,100,23.0,21.0,542.0,0.0,
27,20180523124206,540.4,11.0,100,23.0,21.0,541.0,6.0,
28,20180523124216,539.3,36.0,100,23.0,21.0,538.0,54.0,
29,20180523124226,539.7,2.0,100,23.0,21.0,540.0,0.0,
30,20180523124236,536.1,44.0,100,23.0,21.0,536.0,37.0,
31,20180523124246,537.5,-1.0,100,23.0,21.0,538.0,0.0,
32,20180523124256,536.0,25.0,99,23.0,21.0,536.0,21.0,
33,20180523124306,534.9,33.0,99,23.0,21.0,536.0,13.0,
34,20180523124316,536.1,6.0,99,23.0,21.0,536.0,0.0,
35,20180523124326,534.2,37.0,99,23.0,21.0,534.0,49.0,
36,20180523124336,529.7,98.0,99,23.0,21.0,531.0,73.0,
37,20180523124346,535.1,0.0,99,23.0,21.0,536.0,0.0,
38,20180523124356,534.3,20.0,99,23.0,21.0,535.0,16.0,
39,20180523124406,535.5,-2.0,99,23.0,21.0,535.0,28.0,
40,20180523124416,534.4,29.0,99,23.0,21.0,534.0,43.0,
41,20180523124426,533.0,52.0,99,23.0,21.0,533.0,44.0,
42,20180523124436,533.0,43.0,99,23.0,21.0,533.0,37.0,
43,20180523124446,532.4,54.0,99,23.0,21.0,533.0,46.0,
44,20180523124456,533.7,28.0,99,23.0,21.0,534.0,34.0,
45,20180523124506,535.6,-1.0,99,23.0,21.0,536.0,0.0,
46,20180523124516,534.1,30.0,99,23.0,21.0,534.0,35.0,
47,20180523124526,535.8,0.0,99,23.0,21.0,534.0,48.0,
48,20180523124536,535.8,-2.0,99,23.0,21.0,536.0,0.0,
49,20180523124546,534.6,20.0,99,23.0,21.0,535.0,32.0,
50,20180523124556,536.2,1.0,99,23.0,21.0,536.0,8.0,
51,20180523124606,536.5,-3.0,98,23.0,21.0,537.0,0.0,
52,20180523124616,536.4,-1.0,98,23.0,21.0,537.0,0.0,
53,20180523124626,534.0,46.0,98,23.0,21.0,534.0,49.0,
54,20180523124636,533.5,43.0,98,23.0,21.0,533.0,47.0,
55,20180523124646,532.6,56.0,98,23.0,21.0,532.0,61.0,
56,20180523124656,532.4,61.0,98,23.0,21.0,532.0,62.0,
57,20180523124706,534.8,0.0,98,23.0,21.0,535.0,0.0,
58,20180523124716,535.6,0.0,98,23.0,21.0,536.0,0.0,
59,20180523124726,531.5,106.0,98,23.0,21.0,531.0,109.0,
60,20180523124736,533.6,40.0,98,23.0,21.0,533.0,36.0,
61,20180523124746,535.8,0.0,98,23.0,21.0,536.0,0.0,
62,20180523124756,530.9,75.0,98,23.0,21.0,531.0,67.0,
63,20180523124806,534.2,15.0,98,23.0,21.0,534.0,35.0,
64,20180523124816,533.9,34.0,98,23.0,21.0,534.0,36.0,
65,20180523124826,533.7,40.0,98,23.0,21.0,534.0,42.0,
66,20180523124836,539.0,-64.0,98,23.0,21.0,540.0,-66.0,
67,20180523124846,533.2,82.0,98,23.0,21.0,532.0,91.0,
68,20180523124856,531.6,74.0,98,23.0,21.0,532.0,65.0,
69,20180523124906,534.8,16.0,98,23.0,21.0,535.0,24.0,
70,20180523124916,536.1,-16.0,98,23.0,21.0,533.0,51.0,
71,20180523124926,535.0,-3.0,97,23.0,21.0,536.0,-3.0,
72,20180523124936,540.0,-51.0,97,23.0,21.0,540.0,-54.0,
73,20180523124946,537.3,1.0,97,23.0,21.0,537.0,0.0,
74,20180523124956,537.3,1.0,97,23.0,21.0,537.0,0.0,
75,20180523125006,532.9,98.0,97,23.0,21.0,532.0,105.0,
76,20180523125016,533.2,46.0,97,23.0,21.0,533.0,47.0,
77,20180523125026,534.3,20.0,97,23.0,21.0,534.0,26.0,
78,20180523125036,536.6,-8.0,97,23.0,21.0,535.0,23.0,
79,20180523125046,540.1,-81.0,97,23.0,21.0,541.0,-85.0,
80,20180523125056,534.5,48.0,97,23.0,21.0,533.0,73.0,
81,20180523125106,540.6,-74.0,97,23.0,21.0,541.0,-74.0,
82,20180523125116,534.5,34.0,97,23.0,21.0,534.0,32.0,
83,20180523125126,537.1,-18.0,97,23.0,21.0,541.0,-80.0,
84,20180523125136,538.6,-25.0,97,23.0,21.0,538.0,-18.0,
85,20180523125146,537.0,1.0,97,23.0,21.0,537.0,0.0,
86,20180523125156,537.4,0.0,97,23.0,21.0,537.0,0.0,
87,20180523125206,537.1,-4.0,97,23.0,21.0,537.0,-5.0,
88,20180523125216,536.8,0.0,97,23.0,21.0,537.0,0.0,
89,20180523125226,536.9,5.0,97,23.0,21.0,537.0,0.0,
90,20180523125236,537.3,1.0,97,23.0,21.0,537.0,0.0,
91,20180523125246,537.4,1.0,97,23.0,21.0,537.0,0.0,
92,20180523125256,537.5,1.0,97,23.0,21.0,538.0,0.0,
93,20180523125306,537.5,1.0,97,23.0,21.0,538.0,0.0,
94,20180523125316,537.6,1.0,97,23.0,21.0,538.0,0.0,
95,20180523125326,537.6,1.0,97,23.0,21.0,538.0,0.0,
96,20180523125336,537.7,1.0,97,23.0,21.0,538.0,0.0,
97,20180523125346,537.7,1.0,97,23.0,21.0,538.0,0.0,
98,20180523125356,537.7,1.0,97,23.0,21.0,538.0,0.0,
99,20180523125406,537.7,1.0,97,23.0,21.0,538.0,0.0,
100,20180523125416,537.8,1.0,97,23.0,21.0,538.0,0.0,
101,20180523125426,537.8,1.0,97,23.0,21.0,538.0,0.0,
102,20180523125436,537.8,1.0,97,23.0,21.0,538.0,0.0,
103,20180523125446,537.8,1.0,97,23.0,21.0,538.0,0.0,
104,20180523125456,537.8,1.0,97,23.0,21.0,538.0,0.0,
105,20180523125506,537.9,1.0,97,23.0,21.0,538.0,0.0,
106,20180523125516,537.9,1.0,97,23.0,21.0,538.0,0.0,
107,20180523125526,537.9,1.0,97,23.0,21.0,538.0,0.0,
108,20180523125536,537.9,1.0,97,23.0,21.0,538.0,0.0,
109,20180523125546,537.9,1.0,97,23.0,21.0,538.0,0.0,
110,20180523125556,537.9,1.0,97,23.0,21.0,538.0,0.0,
111,20180523125606,537.9,1.0,97,23.0,21.0,538.0,0.0,
112,20180523125616,538.0,1.0,97,23.0,21.0,538.0,0.0,
113,20180523125626,538.0,1.0,97,23.0,21.0,538.0,0.0,
114,20180523125636,538.0,1.0,97,23.0,21.0,538.0,0.0,
115,20180523125646,538.0,1.0,97,23.0,21.0,538.0,0.0,
116,20180523125656,538.0,1.0,97,23.0,21.0,538.0,0.0,
117,20180523125706,538.0,1.0,97,23.0,21.0,538.0,0.0,
118,20180523125716,538.1,1.0,97,23.0,21.0,538.0,0.0,
119,20180523125726,538.1,1.0,97,23.0,21.0,538.0,0.0,
120,20180523125736,538.1,1.0,97,23.0,21.0,538.0,0.0,
121,20180523125746,538.1,1.0,97,23.0,21.0,538.0,0.0,
122,20180523125756,538.1,1.0,97,23.0,21.0,538.0,0.0,
123,20180523125806,538.1,1.0,97,23.0,21.0,538.0,0.0,
124,20180523125816,538.0,2.0,97,23.0,21.0,538.0,0.0,
125,20180523125826,538.0,2.0,97,23.0,21.0,538.0,0.0,
126,20180523125836,538.0,2.0,97,23.0,21.0,538.0,0.0,
127,20180523125846,538.0,2.0,97,23.0,21.0,538.0,0.0,
128,20180523125856,537.9,3.0,97,23.0,21.0,538.0,0.0,
129,20180523125906,537.6,8.0,97,23.0,21.0,538.0,0.0,
130,20180523125916,537.5,8.0,97,23.0,21.0,538.0,0.0,
131,20180523125926,537.4,9.0,97,23.0,21.0,537.0,0.0,
132,20180523125936,537.3,8.0,97,23.0,21.0,537.0,0.0,
133,20180523125946,537.3,8.0,97,23.0,21.0,537.0,0.0,
134,20180523125956,537.2,9.0,97,23.0,21.0,537.0,0.0,
135,20180523130006,537.2,9.0,97,23.0,21.0,537.0,0.0,
136,20180523130016,537.1,9.0,97,23.0,21.0,537.0,0.0,
137,20180523130026,537.1,10.0,97,23.0,21.0,537.0,0.0,
138,20180523130036,537.0,10.0,97,23.0,21.0,537.0,0.0,
139,20180523130046,536.9,11.0,97,23.0,21.0,537.0,0.0,
140,20180523130056,536.8,12.0,97,23.0,21.0,537.0,0.0,
141,20180523130106,536.8,12.0,97,23.0,21.0,537.0,0.0,
142,20180523130116,536.8,7.0,97,23.0,21.0,537.0,-2.0,
143,20180523130126,535.6,32.0,97,23.0,21.0,536.0,11.0,
144,20180523130136,536.5,12.0,97,23.0,21.0,537.0,0.0,
145,20180523130146,536.5,12.0,97,23.0,21.0,537.0,0.0,
146,20180523130156,536.5,13.0,97,23.0,21.0,537.0,0.0,
147,20180523130206,535.3,42.0,97,23.0,21.0,535.0,38.0,
148,20180523130216,532.1,81.0,97,23.0,21.0,532.0,72.0,
149,20180523130226,532.0,67.0,96,23.0,21.0,533.0,36.0,
150,20180523130236,538.7,-32.0,96,23.0,21.0,539.0,-38.0,
151,20180523130246,530.2,89.0,96,23.0,21.0,532.0,50.0,
152,20180523130256,535.8,12.0,96,23.0,21.0,538.0,-58.0,
153,20180523130306,530.3,104.0,96,23.0,21.0,531.0,57.0,
154,20180523130316,535.4,-14.0,96,23.0,21.0,540.0,-102.0,
155,20180523130326,528.6,155.0,96,23.0,21.0,531.0,67.0,
156,20180523130336,532.3,64.0,96,23.0,21.0,533.0,36.0,
157,20180523130346,531.7,102.0,96,23.0,21.0,529.0,140.0,
158,20180523130356,532.6,66.0,96,23.0,21.0,531.0,80.0,
159,20180523130406,533.5,25.0,96,23.0,21.0,533.0,19.0,
160,20180523130416,539.3,-106.0,96,23.0,21.0,541.0,-121.0,
161,20180523130426,530.3,144.0,96,23.0,21.0,532.0,78.0,
162,20180523130436,531.8,96.0,96,23.0,21.0,531.0,77.0,
163,20180523130446,533.7,12.0,96,23.0,21.0,535.0,-11.0,
164,20180523130456,531.9,44.0,96,23.0,21.0,531.0,58.0,
165,20180523130506,535.0,-1.0,95,23.0,21.0,535.0,-13.0,
166,20180523130516,532.6,39.0,95,23.0,21.0,535.0,-7.0,
167,20180523130526,538.8,-41.0,95,23.0,21.0,539.0,-50.0,
168,20180523130536,532.6,43.0,95,23.0,22.0,533.0,28.0,
169,20180523130546,531.9,64.0,95,23.0,22.0,530.0,79.0,
170,20180523130556,532.8,58.0,95,23.0,22.0,533.0,31.0,
171,20180523130606,537.9,-23.0,95,23.0,22.0,537.0,-16.0,
172,20180523130616,533.3,70.0,95,23.0,22.0,533.0,49.0,
173,20180523130626,531.8,61.0,95,23.0,22.0,532.0,49.0,
174,20180523130636,535.1,0.0,95,23.0,22.0,535.0,-11.0,
175,20180523130646,539.0,-57.0,95,23.0,22.0,539.0,-57.0,
176,20180523130656,533.4,27.0,95,23.0,22.0,535.0,-5.0,
