,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20180512062848,557.9,0.0,100,27.0,24.0,562.0,0.0,54935.5
1,20180512062858,557.8,0.0,100,27.0,24.0,562.0,0.0,
2,20180512062908,557.7,0.0,100,27.0,24.0,562.0,0.0,
3,20180512062918,557.5,0.0,100,27.0,24.0,562.0,0.0,
4,20180512062928,557.4,0.0,100,27.0,24.0,561.0,0.0,
5,20180512062938,557.3,0.0,100,27.0,24.0,561.0,0.0,
6,20180512062948,557.2,0.0,100,27.0,24.0,561.0,0.0,
7,20180512062958,557.1,0.0,100,27.0,24.0,561.0,0.0,
8,20180512063008,557.0,0.0,100,27.0,24.0,561.0,0.0,
9,20180512063018,556.8,0.0,100,27.0,24.0,561.0,0.0,
10,20180512063028,556.7,0.0,100,27.0,24.0,561.0,0.0,
11,20180512063038,556.6,0.0,100,27.0,24.0,561.0,0.0,
12,20180512063048,556.5,0.0,100,27.0,24.0,561.0,0.0,
13,20180512063058,556.4,0.0,100,27.0,24.0,560.0,0.0,
14,20180512063108,556.3,0.0,100,27.0,24.0,560.0,0.0,
15,20180512063118,556.2,0.0,100,27.0,24.0,560.0,0.0,
16,20180512063128,556.1,0.0,100,27.0,24.0,560.0,0.0,
17,20180512063138,556.0,0.0,100,27.0,24.0,560.0,0.0,
18,20180512063148,555.9,0.0,100,27.0,24.0,560.0,0.0,
19,20180512063158,555.8,0.0,100,27.0,24.0,560.0,0.0,
20,20180512063208,555.7,0.0,100,27.0,24.0,560.0,0.0,
21,20180512063218,555.6,0.0,100,27.0,24.0,560.0,0.0,
22,20180512063228,555.5,0.0,100,27.0,24.0,560.0,0.0,
23,20180512063238,555.4,0.0,100,27.0,24.0,560.0,0.0,
24,20180512063248,555.3,0.0,100,27.0,24.0,560.0,0.0,
25,20180512063258,555.2,0.0,100,27.0,24.0,559.0,0.0,
26,20180512063308,555.1,0.0,100,27.0,24.0,559.0,0.0,
27,20180512063318,555.0,0.0,100,27.0,24.0,559.0,0.0,
28,20180512063328,555.0,0.0,100,27.0,24.0,559.0,0.0,
29,20180512063338,554.8,0.0,100,27.0,24.0,559.0,0.0,
30,20180512063348,554.8,0.0,100,27.0,24.0,559.0,0.0,
31,20180512063358,554.7,0.0,100,27.0,24.0,559.0,0.0,
32,20180512063408,554.6,0.0,100,27.0,24.0,559.0,0.0,
33,20180512063418,554.5,0.0,100,27.0,24.0,559.0,0.0,
34,20180512063428,554.4,0.0,100,27.0,24.0,559.0,0.0,
35,20180512063438,554.3,0.0,100,27.0,24.0,558.0,0.0,
36,20180512063448,554.2,0.0,100,27.0,24.0,558.0,0.0,
37,20180512063458,554.2,0.0,100,27.0,24.0,558.0,0.0,
38,20180512063508,554.1,0.0,100,27.0,24.0,558.0,0.0,
39,20180512063518,554.0,0.0,100,27.0,24.0,558.0,0.0,
40,20180512063528,553.9,0.0,100,27.0,24.0,558.0,0.0,
41,20180512063538,553.1,3.0,100,27.0,24.0,557.0,0.0,
42,20180512063548,551.5,1.0,100,27.0,24.0,556.0,0.0,
43,20180512063558,550.4,1.0,100,27.0,24.0,554.0,6.0,
44,20180512063608,549.4,2.0,100,27.0,24.0,553.0,0.0,
45,20180512063618,545.2,25.0,100,27.0,24.0,550.0,10.0,
46,20180512063628,536.8,125.0,100,27.0,24.0,539.0,14.0,
47,20180512063638,535.6,71.0,99,27.0,24.0,539.0,57.0,
48,20180512063648,534.5,55.0,99,27.0,24.0,538.0,42.0,
49,20180512063658,534.6,42.0,99,27.0,24.0,538.0,31.0,
50,20180512063708,534.3,38.0,99,27.0,24.0,538.0,29.0,
51,20180512063718,535.0,31.0,99,27.0,24.0,539.0,23.0,
52,20180512063728,534.9,28.0,99,27.0,24.0,538.0,23.0,
53,20180512063738,533.6,42.0,99,27.0,24.0,537.0,30.0,
54,20180512063748,536.5,-1.0,99,27.0,24.0,540.0,0.0,
55,20180512063758,536.8,1.0,99,27.0,24.0,541.0,0.0,
56,20180512063808,537.2,1.0,99,27.0,24.0,541.0,0.0,
57,20180512063818,535.6,38.0,99,27.0,24.0,539.0,40.0,
58,20180512063828,528.3,122.0,99,27.0,24.0,532.0,99.0,
59,20180512063838,531.5,56.0,99,27.0,24.0,535.0,45.0,
60,20180512063848,532.0,53.0,99,27.0,24.0,536.0,38.0,
61,20180512063858,533.3,26.0,98,27.0,24.0,537.0,21.0,
62,20180512063908,534.3,6.0,98,27.0,24.0,539.0,0.0,
63,20180512063918,532.7,36.0,98,27.0,24.0,536.0,31.0,
64,20180512063928,532.3,52.0,98,27.0,24.0,536.0,34.0,
65,20180512063938,532.6,45.0,98,27.0,24.0,536.0,33.0,
66,20180512063948,533.1,45.0,98,27.0,24.0,537.0,34.0,
67,20180512063958,532.0,59.0,98,27.0,24.0,536.0,45.0,
68,20180512064008,535.9,0.0,98,27.0,24.0,540.0,0.0,
69,20180512064018,525.8,182.0,98,27.0,24.0,529.0,48.0,
70,20180512064028,530.4,75.0,98,27.0,24.0,533.0,64.0,
71,20180512064038,531.8,52.0,98,27.0,24.0,535.0,41.0,
72,20180512064048,534.4,16.0,98,27.0,24.0,538.0,12.0,
73,20180512064058,533.6,40.0,98,27.0,24.0,537.0,31.0,
74,20180512064108,533.7,40.0,98,27.0,24.0,537.0,36.0,
75,20180512064118,533.6,38.0,97,27.0,24.0,537.0,28.0,
76,20180512064128,534.6,19.0,97,27.0,24.0,538.0,19.0,
77,20180512064138,533.3,43.0,97,27.0,24.0,537.0,33.0,
78,20180512064148,534.8,20.0,97,27.0,24.0,538.0,15.0,
79,20180512064158,534.2,31.0,97,27.0,24.0,538.0,25.0,
80,20180512064208,537.3,-17.0,97,27.0,24.0,541.0,-17.0,
81,20180512064218,535.7,62.0,97,27.0,24.0,538.0,54.0,
82,20180512064228,529.0,113.0,97,27.0,24.0,533.0,85.0,
83,20180512064238,529.1,103.0,97,27.0,24.0,534.0,35.0,
84,20180512064248,533.6,23.0,97,27.0,24.0,537.0,19.0,
85,20180512064258,534.3,37.0,97,27.0,24.0,538.0,19.0,
86,20180512064308,532.1,77.0,97,27.0,24.0,535.0,72.0,
87,20180512064318,533.3,43.0,97,27.0,24.0,537.0,30.0,
88,20180512064328,533.1,40.0,97,27.0,24.0,537.0,24.0,
89,20180512064338,534.0,39.0,97,27.0,24.0,537.0,36.0,
90,20180512064348,533.1,60.0,97,27.0,24.0,536.0,54.0,
91,20180512064358,534.1,24.0,96,27.0,24.0,538.0,21.0,
92,20180512064408,535.3,18.0,96,27.0,24.0,539.0,25.0,
93,20180512064418,532.8,49.0,96,27.0,24.0,538.0,-4.0,
94,20180512064428,534.0,35.0,96,27.0,24.0,537.0,32.0,
95,20180512064438,533.5,40.0,96,27.0,24.0,537.0,30.0,
96,20180512064448,536.5,-17.0,96,27.0,24.0,540.0,-4.0,
97,20180512064458,531.0,71.0,96,27.0,24.0,535.0,48.0,
98,20180512064508,533.3,39.0,96,27.0,24.0,537.0,31.0,
99,20180512064518,533.6,31.0,96,27.0,24.0,537.0,20.0,
100,20180512064528,540.1,-98.0,96,27.0,24.0,548.0,-33.0,
101,20180512064538,531.5,69.0,96,27.0,24.0,535.0,51.0,
