,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20181213091115,534.0,2.0,67,23.0,14.0,534.0,0.0,70573.1
1,20181213091125,531.9,32.0,67,23.0,14.0,532.0,26.0,
2,20181213091135,534.2,1.0,67,23.0,14.0,534.0,0.0,
3,20181213091145,532.0,32.0,67,23.0,14.0,532.0,32.0,
4,20181213091155,533.5,0.0,67,23.0,14.0,534.0,0.0,
5,20181213091205,528.8,77.0,67,23.0,14.0,528.0,83.0,
6,20181213091215,532.2,-11.0,67,23.0,14.0,533.0,-12.0,
7,20181213091225,533.6,-2.0,67,23.0,14.0,534.0,-2.0,
8,20181213091235,526.9,79.0,66,23.0,14.0,527.0,77.0,
9,20181213091245,531.5,-14.0,66,23.0,14.0,532.0,-6.0,
10,20181213091255,533.8,-8.0,66,23.0,14.0,534.0,-4.0,
11,20181213091305,526.4,65.0,66,23.0,14.0,526.0,72.0,
12,20181213091315,531.3,-15.0,66,23.0,14.0,532.0,-3.0,
13,20181213091325,532.1,-6.0,66,23.0,14.0,533.0,-6.0,
14,20181213091335,532.2,-13.0,66,23.0,14.0,533.0,-11.0,
15,20181213091345,536.5,-30.0,66,23.0,14.0,536.0,-24.0,
16,20181213091355,533.0,7.0,66,23.0,14.0,533.0,10.0,
17,20181213091405,530.0,61.0,66,23.0,14.0,530.0,45.0,
18,20181213091415,524.5,103.0,66,23.0,14.0,524.0,112.0,
19,20181213091425,529.8,26.0,66,23.0,14.0,530.0,35.0,
20,20181213091435,530.6,-12.0,66,23.0,14.0,529.0,25.0,
21,20181213091445,529.7,56.0,66,23.0,14.0,530.0,56.0,
22,20181213091455,525.1,75.0,66,23.0,14.0,525.0,77.0,
23,20181213091505,526.8,50.0,66,23.0,14.0,527.0,55.0,
24,20181213091515,536.1,-66.0,66,23.0,14.0,532.0,-16.0,
25,20181213091525,536.5,-116.0,66,23.0,14.0,532.0,-11.0,
26,20181213091535,526.2,37.0,66,23.0,14.0,526.0,44.0,
27,20181213091545,529.6,-14.0,66,23.0,14.0,530.0,-6.0,
28,20181213091555,531.6,-13.0,66,23.0,14.0,538.0,-108.0,
29,20181213091605,523.2,131.0,66,23.0,14.0,523.0,131.0,
30,20181213091615,527.8,27.0,66,23.0,14.0,528.0,27.0,
31,20181213091625,530.5,-10.0,65,23.0,14.0,531.0,-12.0,
32,20181213091635,527.9,44.0,65,23.0,14.0,528.0,40.0,
33,20181213091645,532.6,0.0,65,23.0,14.0,533.0,0.0,
34,20181213091655,522.9,134.0,65,23.0,14.0,522.0,144.0,
35,20181213091705,530.1,-11.0,65,23.0,14.0,531.0,-11.0,
36,20181213091715,531.3,-6.0,65,23.0,14.0,532.0,-6.0,
37,20181213091725,532.5,1.0,65,23.0,14.0,533.0,0.0,
38,20181213091735,532.1,1.0,65,23.0,14.0,532.0,0.0,
39,20181213091745,530.4,17.0,65,23.0,14.0,532.0,0.0,
40,20181213091755,529.4,42.0,65,23.0,14.0,529.0,42.0,
41,20181213091805,524.7,112.0,65,23.0,14.0,524.0,108.0,
42,20181213091815,530.2,-9.0,65,23.0,14.0,531.0,-10.0,
43,20181213091825,529.2,22.0,65,23.0,14.0,529.0,28.0,
44,20181213091835,529.4,13.0,65,23.0,14.0,530.0,13.0,
45,20181213091845,531.8,1.0,65,23.0,14.0,532.0,0.0,
46,20181213091855,526.2,87.0,65,23.0,14.0,524.0,114.0,
47,20181213091905,530.3,-10.0,65,23.0,14.0,531.0,-11.0,
48,20181213091915,530.4,-11.0,65,23.0,14.0,531.0,-10.0,
49,20181213091925,535.9,-119.0,65,23.0,14.0,534.0,-47.0,
50,20181213091935,525.5,80.0,65,23.0,14.0,525.0,86.0,
51,20181213091945,529.1,-14.0,65,23.0,14.0,526.0,56.0,
52,20181213091955,530.0,-13.0,65,23.0,14.0,531.0,-10.0,
53,20181213092005,526.3,47.0,65,23.0,14.0,530.0,-5.0,
54,20181213092015,534.8,-24.0,65,23.0,14.0,533.0,-1.0,
55,20181213092025,525.7,67.0,65,23.0,14.0,526.0,75.0,
56,20181213092035,529.9,-10.0,65,23.0,14.0,531.0,-11.0,
57,20181213092045,527.8,38.0,65,23.0,14.0,528.0,36.0,
58,20181213092055,530.2,-10.0,65,23.0,14.0,531.0,-10.0,
59,20181213092105,529.3,-14.0,64,23.0,14.0,527.0,38.0,
60,20181213092115,527.8,7.0,64,23.0,14.0,531.0,-12.0,
61,20181213092125,534.3,-34.0,64,23.0,14.0,534.0,-29.0,
62,20181213092135,531.8,1.0,64,23.0,14.0,532.0,0.0,
63,20181213092145,531.7,1.0,64,23.0,14.0,532.0,0.0,
64,20181213092155,531.8,1.0,64,23.0,14.0,532.0,0.0,
65,20181213092205,531.8,1.0,64,22.0,14.0,532.0,0.0,
66,20181213092215,531.9,1.0,64,23.0,14.0,532.0,0.0,
67,20181213092225,531.9,1.0,64,22.0,14.0,532.0,0.0,
68,20181213092235,526.7,100.0,64,22.0,14.0,523.0,142.0,
69,20181213092245,516.4,171.0,64,22.0,14.0,528.0,-9.0,
70,20181213092255,529.9,-12.0,64,23.0,14.0,531.0,-12.0,
71,20181213092305,530.6,-11.0,64,23.0,14.0,531.0,-11.0,
72,20181213092315,533.0,-13.0,64,22.0,14.0,535.0,-52.0,
73,20181213092325,535.6,-109.0,64,23.0,14.0,537.0,-108.0,
74,20181213092335,532.0,1.0,64,23.0,14.0,532.0,0.0,
75,20181213092345,530.8,2.0,64,23.0,14.0,531.0,7.0,
76,20181213092355,529.5,43.0,64,23.0,14.0,527.0,78.0,
77,20181213092405,529.0,-12.0,64,22.0,14.0,530.0,-11.0,
78,20181213092415,535.6,-84.0,64,23.0,14.0,532.0,-3.0,
79,20181213092425,530.9,-12.0,64,23.0,14.0,532.0,-9.0,
80,20181213092435,532.7,-12.0,64,23.0,14.0,533.0,-13.0,
81,20181213092445,531.7,2.0,64,22.0,14.0,532.0,0.0,
82,20181213092455,531.7,2.0,64,22.0,14.0,532.0,0.0,
83,20181213092505,531.7,2.0,64,22.0,14.0,532.0,0.0,
84,20181213092515,531.7,4.0,64,22.0,14.0,532.0,4.0,
85,20181213092525,528.1,53.0,64,22.0,14.0,527.0,65.0,
86,20181213092535,527.5,5.0,64,22.0,14.0,527.0,41.0,
87,20181213092545,525.3,67.0,64,22.0,14.0,525.0,59.0,
88,20181213092555,530.3,-10.0,64,22.0,14.0,531.0,-10.0,
89,20181213092605,531.8,2.0,64,22.0,14.0,532.0,0.0,
90,20181213092615,528.7,47.0,64,22.0,14.0,528.0,54.0,
91,20181213092625,529.6,-6.0,64,22.0,14.0,530.0,-6.0,
92,20181213092635,534.3,-79.0,64,22.0,14.0,532.0,-3.0,
93,20181213092645,531.4,1.0,64,22.0,14.0,532.0,0.0,
94,20181213092655,531.4,1.0,64,22.0,14.0,532.0,0.0,
95,20181213092705,531.5,1.0,64,22.0,14.0,532.0,0.0,
96,20181213092715,531.5,1.0,64,22.0,14.0,532.0,0.0,
97,20181213092725,531.6,1.0,64,22.0,14.0,532.0,0.0,
98,20181213092735,531.7,1.0,64,22.0,14.0,532.0,0.0,
99,20181213092745,531.7,2.0,64,22.0,14.0,532.0,0.0,
100,20181213092755,527.6,49.0,64,22.0,14.0,528.0,49.0,
101,20181213092805,527.5,46.0,64,22.0,14.0,528.0,39.0,
102,20181213092815,526.4,32.0,64,22.0,14.0,527.0,36.0,
103,20181213092825,531.2,-11.0,64,22.0,14.0,532.0,-8.0,
104,20181213092835,530.2,-10.0,64,22.0,14.0,531.0,-10.0,
105,20181213092845,531.4,0.0,64,22.0,14.0,532.0,0.0,
106,20181213092855,530.9,14.0,64,22.0,14.0,532.0,0.0,
107,20181213092905,526.1,69.0,64,22.0,14.0,527.0,62.0,
108,20181213092915,531.5,1.0,63,22.0,14.0,532.0,0.0,
109,20181213092925,532.1,-11.0,63,22.0,14.0,533.0,-10.0,
110,20181213092935,531.0,13.0,63,22.0,14.0,531.0,0.0,
111,20181213092945,530.9,2.0,63,22.0,14.0,532.0,0.0,
112,20181213092955,530.8,3.0,63,22.0,14.0,532.0,0.0,
113,20181213093005,531.3,1.0,63,22.0,14.0,532.0,0.0,
114,20181213093015,531.5,1.0,63,22.0,14.0,532.0,0.0,
115,20181213093025,531.6,1.0,63,22.0,14.0,532.0,0.0,
116,20181213093035,531.7,1.0,63,22.0,14.0,532.0,0.0,
117,20181213093045,531.6,2.0,63,22.0,14.0,532.0,0.0,
118,20181213093055,527.0,63.0,63,22.0,14.0,527.0,67.0,
119,20181213093105,523.8,111.0,63,22.0,14.0,523.0,125.0,
120,20181213093115,530.1,-11.0,63,22.0,14.0,527.0,57.0,
121,20181213093125,525.7,48.0,63,22.0,14.0,526.0,43.0,
122,20181213093135,526.5,42.0,63,22.0,14.0,527.0,47.0,
123,20181213093145,526.4,13.0,63,22.0,14.0,528.0,13.0,
