,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage
0,20181215095244,533.7,1.0,67,23.0,15.0,534.0,0.0,71697.7
1,20181215095254,533.7,1.0,67,23.0,15.0,534.0,0.0,
2,20181215095304,533.7,1.0,67,23.0,15.0,534.0,0.0,
3,20181215095314,533.7,1.0,67,23.0,15.0,534.0,0.0,
4,20181215095324,533.7,1.0,67,23.0,15.0,534.0,0.0,
5,20181215095334,533.7,1.0,67,23.0,15.0,534.0,0.0,
6,20181215095344,533.7,1.0,67,23.0,15.0,534.0,0.0,
7,20181215095354,533.7,1.0,67,23.0,15.0,534.0,0.0,
8,20181215095404,533.7,1.0,67,23.0,15.0,534.0,0.0,
9,20181215095414,533.7,1.0,67,23.0,15.0,534.0,0.0,
10,20181215095424,533.7,1.0,67,23.0,15.0,534.0,0.0,
11,20181215095434,533.7,1.0,67,23.0,15.0,534.0,0.0,
12,20181215095444,533.7,1.0,67,23.0,15.0,534.0,0.0,
13,20181215095454,533.7,1.0,67,23.0,15.0,534.0,0.0,
14,20181215095504,533.7,1.0,67,23.0,15.0,534.0,0.0,
15,20181215095514,533.7,1.0,67,23.0,15.0,534.0,0.0,
16,20181215095524,533.7,1.0,67,23.0,15.0,534.0,0.0,
17,20181215095534,533.7,1.0,67,23.0,15.0,534.0,0.0,
18,20181215095544,533.7,1.0,67,23.0,15.0,534.0,0.0,
19,20181215095554,533.7,0.0,67,23.0,15.0,534.0,0.0,
20,20181215095604,533.7,0.0,67,23.0,15.0,534.0,0.0,
21,20181215095614,533.7,0.0,67,23.0,15.0,534.0,0.0,
22,20181215095624,533.7,0.0,67,23.0,15.0,534.0,0.0,
23,20181215095634,533.7,0.0,67,23.0,15.0,534.0,0.0,
24,20181215095644,533.7,0.0,67,23.0,15.0,534.0,0.0,
25,20181215095654,533.7,0.0,67,23.0,15.0,534.0,0.0,
26,20181215095704,533.7,0.0,67,23.0,15.0,534.0,0.0,
27,20181215095714,533.7,0.0,67,23.0,15.0,534.0,0.0,
28,20181215095724,533.7,0.0,67,23.0,15.0,534.0,0.0,
29,20181215095734,533.7,0.0,67,23.0,15.0,534.0,0.0,
30,20181215095744,533.7,0.0,67,23.0,15.0,534.0,0.0,
31,20181215095754,533.7,0.0,67,23.0,15.0,534.0,0.0,
32,20181215095804,533.7,0.0,67,23.0,15.0,534.0,0.0,
33,20181215095814,533.7,0.0,67,23.0,15.0,534.0,0.0,
34,20181215095824,533.7,0.0,67,23.0,15.0,534.0,0.0,
35,20181215095834,533.7,0.0,67,23.0,15.0,534.0,0.0,
36,20181215095844,531.6,34.0,67,23.0,15.0,530.0,53.0,
37,20181215095854,531.3,14.0,67,23.0,15.0,531.0,11.0,
38,20181215095904,530.2,40.0,67,23.0,15.0,532.0,2.0,
39,20181215095914,532.9,1.0,67,23.0,15.0,534.0,-20.0,
40,20181215095924,532.3,4.0,67,23.0,15.0,532.0,0.0,
41,20181215095934,532.6,3.0,67,23.0,15.0,533.0,0.0,
