,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,milediff,total_P,motor_P,speeddiff,milegap,tempMAXMINdiff,SOCgap
0,0.0,551.8,0.0,100.0,14.0,11.0,551.0,0.0,67983.0,0.0,0.0,0.0,,0.0,3.0,0.0
1,0.0,550.9,0.0,100.0,14.0,11.0,551.0,0.0,67983.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2,0.0,551.4,0.0,100.0,14.0,11.0,551.0,0.0,67983.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3,0.0,551.4,0.0,100.0,14.0,11.0,551.0,0.0,67983.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4,0.0,551.2,2.0,100.0,14.0,11.0,551.0,0.0,67983.0,0.0,1102.4,0.0,0.0,0.0,3.0,0.0
5,3.0,550.5,4.0,100.0,14.0,11.0,549.0,1.0,67983.0,0.0,2202.0,549.0,3.0,0.0,3.0,0.0
6,8.0,547.6,18.0,100.0,14.0,11.0,548.0,0.0,67983.0,0.0,9856.8,0.0,5.0,0.0,3.0,0.0
7,8.0,546.3,17.0,100.0,14.0,11.0,546.0,0.0,67983.0,0.0,9287.1,0.0,0.0,0.0,3.0,0.0
8,0.0,545.5,18.0,100.0,14.0,11.0,545.0,0.0,67983.0,0.0,9819.0,0.0,-8.0,0.0,3.0,0.0
9,0.0,544.2,26.0,100.0,14.0,11.0,544.0,0.0,67983.0,0.0,14149.2,0.0,0.0,0.0,3.0,0.0
10,0.0,543.1,11.0,100.0,14.0,11.0,543.0,0.0,67983.0,0.0,5974.1,0.0,0.0,0.0,3.0,0.0
11,0.0,542.9,11.0,100.0,14.0,11.0,543.0,0.0,67983.0,0.0,5971.9,0.0,0.0,0.0,3.0,0.0
12,0.0,542.5,10.0,100.0,14.0,11.0,542.0,0.0,67983.0,0.0,5425.0,0.0,0.0,0.0,3.0,0.0
13,0.0,542.0,11.0,100.0,14.0,11.0,542.0,0.0,67983.0,0.0,5962.0,0.0,0.0,0.0,3.0,0.0
14,0.0,541.6,11.0,100.0,14.0,11.0,541.0,0.0,67983.0,0.0,5957.6,0.0,0.0,0.0,3.0,0.0
15,0.0,541.2,11.0,100.0,14.0,11.0,541.0,0.0,67983.0,0.0,5953.200000000003,0.0,0.0,0.0,3.0,0.0
16,0.0,540.8,10.0,99.0,14.0,11.0,541.0,0.0,67983.0,0.0,5408.0,0.0,0.0,0.0,3.0,1.0
17,0.0,540.4,10.0,99.0,14.0,11.0,540.0,0.0,67983.0,0.0,5404.0,0.0,0.0,0.0,3.0,1.0
18,0.0,540.1,10.0,99.0,14.0,11.0,540.0,0.0,67983.0,0.0,5401.0,0.0,0.0,0.0,3.0,1.0
19,0.0,539.8,10.0,99.0,14.0,11.0,540.0,0.0,67983.0,0.0,5398.0,0.0,0.0,0.0,3.0,1.0
20,0.0,539.5,10.0,99.0,14.0,11.0,539.0,0.0,67983.0,0.0,5395.0,0.0,0.0,0.0,3.0,1.0
21,0.0,539.2,10.0,99.0,14.0,11.0,539.0,0.0,67983.0,0.0,5392.0,0.0,0.0,0.0,3.0,1.0
