,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,milediff,total_P,motor_P,speeddiff,milegap,tempMAXMINdiff,SOCgap
0,0.0,550.5,0.0,100.0,28.0,23.0,554.0,0.0,44766.8,-0.7999999999956344,0.0,0.0,,0.0,5.0,0.0
1,0.0,549.9,0.0,100.0,28.0,23.0,553.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2,0.0,549.2,10.0,100.0,27.0,23.0,552.0,0.0,44766.8,0.0,5492.0,0.0,0.0,0.0,4.0,0.0
3,0.0,548.8,-1.0,100.0,28.0,23.0,552.0,0.0,44766.8,0.0,-548.8,0.0,0.0,0.0,5.0,0.0
4,0.0,548.2,4.0,100.0,28.0,23.0,551.0,0.0,44766.8,0.0,2192.8,0.0,0.0,0.0,5.0,0.0
5,0.0,547.7,5.0,100.0,28.0,23.0,551.0,0.0,44766.8,0.0,2738.5,0.0,0.0,0.0,5.0,0.0
6,0.0,547.9,0.0,100.0,27.0,23.0,551.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
7,0.0,547.9,0.0,100.0,28.0,23.0,551.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0
8,0.0,547.9,0.0,100.0,28.0,23.0,551.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0
9,0.0,547.9,0.0,100.0,28.0,23.0,551.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0
10,0.0,547.8,1.0,100.0,27.0,23.0,551.0,0.0,44766.8,0.0,547.8,0.0,0.0,0.0,4.0,0.0
11,0.0,547.7,1.0,100.0,27.0,23.0,551.0,0.0,44766.8,0.0,547.7,0.0,0.0,0.0,4.0,0.0
12,0.0,547.6,1.0,100.0,27.0,23.0,551.0,0.0,44766.8,0.0,547.6,0.0,0.0,0.0,4.0,0.0
13,1.0,547.4,3.0,100.0,27.0,23.0,550.0,6.0,44766.8,0.0,1642.1999999999994,3300.0,1.0,0.0,4.0,0.0
14,13.0,545.9,1.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,545.9,0.0,12.0,0.0,4.0,0.0
15,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,-13.0,0.0,4.0,0.0
16,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
17,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
18,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
19,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
20,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
21,0.0,546.1,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
22,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
23,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
24,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
25,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
26,0.0,546.0,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
27,0.0,545.9,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
28,0.0,545.9,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
29,0.0,545.9,0.0,100.0,27.0,23.0,549.0,0.0,44766.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0
